房源名称,面积,租金,单平米租金
友家 · 中国铁建国际城3居室-南卧,11.8,3290,278.8135593
友家 · 新街坊4居室-北卧,10.3,2560,248.5436893
友家 · 北苑家园望春园3居室-南卧,17,3870,227.6470588
友家 · 北苑家园茉藜园3居室-东南卧,13,3790,291.5384615
友家 · 北京青年城3居室-东南卧,18.9,3260,172.4867725
友家 · 北苑家园望春园3居室-北卧,11.9,2830,237.8151261
友家 · 北苑家园茉藜园4居室-南卧,14,3790,270.7142857
友家 · 华贸城4居室-南卧,19.7,3690,187.3096447
友家 · 华贸城3居室-北卧,9.6,2830,294.7916667
友家 · 北苑家园莲葩园2居室-西南卧,17.4,7690,441.954023
友家 · 北苑家园茉藜园3居室-西南卧,12,3860,321.6666667
友家 · 润泽悦溪3居室-东卧,11.4,2890,253.5087719
友家 · 润泽公馆3居室-西南卧,11.9,3060,257.1428571
友家 · 北苑家园绣菊园4居室-南卧,14.7,3660,248.9795918
友家 · 恒大书院3居室-南卧,8.9,2990,335.9550562
友家 · 北苑家园望春园3居室-东南卧,16,3430,214.375
友家 · 润泽公馆3居室-南卧,16.1,4170,259.0062112
友家 · 东洲家园3居室-北卧,9,2330,258.8888889
友家 · 东洲家园3居室-北卧,11.8,2160,183.0508475
友家 · 东洲家园3居室-南卧,11.9,2830,237.8151261
友家 · 东洲家园3居室-北卧,9.7,2460,253.6082474
