房源名称,面积,租金,单平米租金
友家 · 龙腾苑四区5居室-南卧,15.3,3190,208.496732
友家 · 七燕路1号院3居室-南卧,11.75,2390,203.4042553
友家 · 七燕路1号院3居室-南卧,11.8,2390,202.5423729
友家 · 七燕路1号院3居室-南卧,11.6,2330,200.862069
友家 · 七燕路1号院3居室-南卧,11.6,2330,200.862069
友家 · 龙跃苑三区6居室-南卧,14.77,2730,184.8341232
友家 · 朱辛庄南区3居室-南卧,13.2,2490,188.6363636
友家 · 田园风光雅苑3居室-南卧,11.7,2490,212.8205128
友家 · 领秀慧谷D区4居室-南卧,10.3,2530,245.631068
友家 · 龙腾苑四区5居室-南卧,14.9,3190,214.0939597
友家 · 北店嘉园3居室-南卧,14.9,2690,180.5369128
友家 · 流星花园二区4居室-北卧,11.7,2290,195.7264957
友家 · 龙兴园北区4居室-南卧,13,2390,183.8461538
友家 · 龙跃苑三区3居室-南卧,17.2,2930,170.3488372
友家 · 云趣园一区3居室-北卧,9.4,2390,254.2553191
友家 · 龙华园3居室-南卧,10,2660,266
友家 · 融泽嘉园3居室-南卧,12.5,3130,250.4
友家 · TBD住总万科天地3居室-南卧,11.8,2690,227.9661017
友家 · TBD住总万科天地3居室-南卧,11.1,2690,242.3423423
友家 · TBD住总万科天地3居室-南卧,11.8,2690,227.9661017
友家 · TBD住总万科天地3居室-南卧,11.1,2690,242.3423423
友家 · 佰嘉城4居室-南卧,17,2790,164.1176471
友家 · 天慧园4居室-南卧,11.6,2390,206.0344828
友家 · 七燕路1号院3居室-南卧,11.6,2430,209.4827586
友家 · 七燕路1号院3居室-南卧,11.6,2460,212.0689655
友家 · 七燕路1号院3居室-南卧,11.6,2490,214.6551724
友家 · 北店嘉园3居室-南卧,14.5,2990,206.2068966
友家 · 七燕路1号院3居室-南卧,11.6,2490,214.6551724
友家 · 流星花园三区4居室-北卧,10,2290,229
友家 · 和谐家园一区4居室-南卧,18.4,3090,167.9347826
友家 · 龙锦苑二区3居室-南卧,13.9,2660,191.3669065
友家 · 天露园一区3居室-南卧,12.6,2730,216.6666667
友家 · 七燕路1号院3居室-南卧,11.6,2360,203.4482759
友家 · 龙跃苑三区4居室-南卧,14.1,3490,247.5177305
友家 · 龙跃苑东五区4居室-南卧,16.7,3690,220.9580838
友家 · 北郊农场宿舍3居室-南卧,10.4,2760,265.3846154
友家 · 龙锦苑四区7居室-南卧,11.8,2890,244.9152542
友家 · 龙腾苑二区4居室-南卧,22.9,3230,141.0480349
友家 · 佰嘉城4居室-南卧,14.1,3190,226.2411348
友家 · TBD住总万科天地3居室-南卧,11.8,2690,227.9661017
友家 · TBD住总万科天地3居室-南卧,11.8,2690,227.9661017
友家 · TBD住总万科天地3居室-南卧,11.8,2690,227.9661017
友家 · TBD住总万科天地3居室-南卧,11.8,2690,227.9661017
友家 · TBD住总万科天地3居室-南卧,11.1,2690,242.3423423
友家 · TBD住总万科天地3居室-东卧,10.2,2290,224.5098039
友家 · 矩阵二期4居室-北卧,11.11,2430,218.7218722
友家 · 矩阵二期4居室-北卧,11.59,2490,214.8403796
友家 · 田园风光雅苑3居室-南卧,11.7,2690,229.9145299
友家 · 龙跃苑四区3居室-南卧,17.6,2930,166.4772727
友家 · 融泽嘉园3居室-南卧,11.2,2560,228.5714286
友家 · 天露园一区4居室-南卧,18.2,3160,173.6263736
友家 · 北郊农场宿舍3居室-南卧,11.58,2590,223.6614853
友家 · 新龙城3居室-南卧,15.5,3160,203.8709677
友家 · 流星花园三区4居室-南卧,16.5,3490,211.5151515
友家 · 龙腾苑五区5居室-南卧,16,3130,195.625
友家 · 七燕路1号院3居室-北卧,11.63,2090,179.7076526
友家 · 和谐家园一区4居室-南卧,16.6,3390,204.2168675
友家 · 龙跃苑四区3居室-南卧,14.9,2890,193.9597315
友家 · 七燕路1号院3居室-北卧,15,2390,159.3333333
友家 · 七燕路1号院3居室-北卧,8.4,2060,245.2380952
友家 · 龙腾苑二区3居室-南卧,22,3290,149.5454545
友家 · TBD住总万科天地3居室-东卧,10.2,2360,231.372549
友家 · 龙华园3居室-南卧,12.7,2890,227.5590551
友家 · 新龙城3居室-北卧,13.2,2690,203.7878788
友家 · TBD住总万科天地3居室-东卧,10.2,2290,224.5098039
友家 · TBD住总万科天地3居室-东卧,10.2,2290,224.5098039
友家 · 佰嘉城4居室-南卧,16.28,3230,198.4029484
友家 · 龙跃苑四区3居室-南卧,15.5,2930,189.0322581
友家 · 七燕路1号院3居室-北卧,12.3,2130,173.1707317
友家 · 矩阵二期4居室-南卧,17.7,3690,208.4745763
友家 · 和谐家园一区4居室-北卧,11.2,2390,213.3928571
友家 · 云趣园二区5居室-南卧,13.8,2960,214.4927536
友家 · 流星花园三区4居室-南卧,14.4,3330,231.25
友家 · 融泽嘉园3居室-南卧,11.7,3290,281.1965812
友家 · 龙回苑4居室-南卧,15.2,3390,223.0263158
友家 · 龙腾苑四区7居室-南卧,15.9,3990,250.9433962
友家 · 龙回苑4居室-南卧,15.3,3390,221.5686275
友家 · 流星花园三区4居室-南卧,13.4,3490,260.4477612
友家 · 矩阵一期4居室-北卧,10.1,2430,240.5940594
友家 · TBD住总万科天地3居室-东卧,9.3,2290,246.2365591
友家 · TBD住总万科天地3居室-北卧,9.1,2290,251.6483516
友家 · TBD住总万科天地3居室-东卧,9.3,2290,246.2365591
友家 · TBD住总万科天地3居室-西卧,9.3,2290,246.2365591
友家 · TBD住总万科天地3居室-北卧,9.3,2290,246.2365591
友家 · TBD住总万科天地3居室-西卧,9.3,2290,246.2365591
友家 · TBD住总万科天地3居室-西卧,9.6,2290,238.5416667
友家 · TBD住总万科天地3居室-西卧,9.3,2290,246.2365591
友家 · 七燕路1号院3居室-南卧,11.75,2290,194.893617
友家 · 融泽嘉园3居室-南卧,12,2890,240.8333333
友家 · 云趣园一区4居室-东卧,8.4,2130,253.5714286
友家 · 金域华府一期3居室-南卧,14.6,3290,225.3424658
友家 · 和谐家园一区4居室-北卧,10,2330,233
友家 · 京投银泰公园悦府4居室-南卧,15.7,3590,228.6624204
友家 · 北店嘉园6居室-南卧,12.5,2460,196.8
友家 · 北店嘉园3居室-南卧,12.1,2490,205.785124
友家 · 东亚上北中心3居室-南卧,12.7,2790,219.6850394
友家 · 龙腾苑六区3居室-南卧,20.9,3360,160.7655502
友家 · 龙腾苑五区4居室-南卧,19.7,4290,217.7664975
友家 · 天露园一区3居室-南卧,14.3,2560,179.020979
友家 · 七燕路1号院3居室-北卧,8.34,2090,250.5995204
友家 · 七燕路1号院3居室-北卧,8.7,2090,240.2298851
友家 · 龙跃苑四区4居室-南卧,16.8,3530,210.1190476
友家 · 龙跃苑三区4居室-南卧,19.8,3830,193.4343434
友家 · 融泽嘉园3居室-南卧,11.5,2890,251.3043478
友家 · 首开智慧社3居室-南卧,12.9,3260,252.7131783
友家 · 融泽嘉园3居室-南卧,12.5,3130,250.4
友家 · 佰嘉城4居室-南卧,15.8,3330,210.7594937
友家 · 北店嘉园3居室-北卧,9.3,2390,256.9892473
友家 · 矩阵一期4居室-南卧,11,3790,344.5454545
友家 · 领秀慧谷C区3居室-南卧,13,2590,199.2307692
友家 · 龙腾苑三区3居室-南卧,13.5,3190,236.2962963
友家 · 金域华府一期3居室-南卧,9.9,2690,271.7171717
友家 · 园墅5居室-北卧,6.8,2230,327.9411765
友家 · 融泽嘉园3居室-南卧,11.1,2490,224.3243243
友家 · 京投银泰公园悦府3居室-南卧,12,3030,252.5
友家 · 北店嘉园3居室-南卧,14.9,2790,187.2483221
友家 · 龙博苑三区3居室-南卧,17.8,3390,190.4494382
友家 · 慧华苑3居室-北卧,13,2560,196.9230769
友家 · 龙腾苑六区4居室-南卧,17.8,3990,224.1573034
友家 · 云趣园三区4居室-南卧,18.9,3290,174.0740741
友家 · 七燕路1号院3居室-北卧,8.95,2230,249.1620112
友家 · 龙跃苑三区4居室-北卧,11.4,2660,233.3333333
友家 · 七燕路1号院3居室-北卧,8.34,2190,262.5899281
友家 · 龙腾苑三区3居室-南卧,13.5,3290,243.7037037
友家 · 北店嘉园3居室-南卧,18.7,2790,149.197861
友家 · 北店嘉园3居室-南卧,18.1,2790,154.1436464
友家 · 领秀慧谷C区3居室-南卧,13.3,2630,197.7443609
友家 · 新龙城3居室-南卧,13,2790,214.6153846
友家 · 七燕路1号院3居室-北卧,12.76,2360,184.9529781
友家 · TBD住总万科天地3居室-东卧,12.5,2490,199.2
友家 · 七燕路1号院3居室-北卧,12.76,2390,187.3040752
友家 · 龙泽苑东区2居室-南卧,13.5,2990,221.4814815
友家 · 龙禧苑二区7居室-南卧,16,3030,189.375
友家 · TBD住总万科天地3居室-东卧,11.8,2590,219.4915254
友家 · TBD住总万科天地3居室-东卧,11.8,2590,219.4915254
友家 · 融泽嘉园3居室-南卧,11.21,2530,225.691347
友家 · 融泽嘉园2居室-南卧,13.97,3390,242.662849
友家 · TBD住总万科天地3居室-东卧,11.8,2490,211.0169492
友家 · 龙回苑4居室-北卧,9.6,2260,235.4166667
友家 · 龙泽苑东区4居室-北卧,8.7,2190,251.7241379
友家 · 天露园一区4居室-南卧,15,3290,219.3333333
友家 · 新龙城4居室-南卧,13.7,3890,283.9416058
友家 · 七燕路1号院3居室-北卧,15,2430,162
友家 · 七燕路1号院3居室-北卧,15.48,2430,156.9767442
友家 · 龙泽苑西区3居室-东南卧,11.2,2760,246.4285714
友家 · 七燕路1号院3居室-北卧,15.48,2490,160.8527132
友家 · 七燕路1号院3居室-北卧,8.95,2230,249.1620112
友家 · 良庄家园3居室-南卧,16.3,2790,171.1656442
友家 · 龙兴园北区4居室-南卧,15.8,3230,204.4303797
友家 · 朱辛庄南区3居室-北卧,11.2,2260,201.7857143
友家 · 融泽嘉园3居室-南卧,11.7,2930,250.4273504
友家 · 新龙城4居室-南卧,9.2,2530,275
友家 · TBD住总万科天地3居室-西卧,12.5,2590,207.2
友家 · TBD住总万科天地3居室-西卧,12.5,2590,207.2
友家 · TBD住总万科天地3居室-东卧,12.5,2590,207.2
友家 · TBD住总万科天地3居室-东卧,12.5,2590,207.2
友家 · TBD住总万科天地3居室-东卧,12.5,2590,207.2
友家 · 万润家园3居室-北卧,17.1,3290,192.3976608
友家 · 龙腾苑三区3居室-南卧,15,3160,210.6666667
友家 · 龙华园3居室-北卧,10.8,2560,237.037037
友家 · 融泽嘉园3居室-南卧,14,3130,223.5714286
友家 · 回龙观新村东区3居室-南卧,7.8,2590,332.0512821
友家 · 龙泽苑西区3居室-北卧,10.4,2590,249.0384615
友家 · TBD住总万科天地3居室-东卧,11.8,2590,219.4915254
友家 · 龙腾苑三区3居室-南卧,16.3,2990,183.4355828
友家 · 龙兴园中区4居室-南卧,10.5,2530,240.952381
友家 · 龙腾苑四区3居室-南卧,18.3,2990,163.3879781
友家 · 天慧园4居室-北卧,18.5,2960,160
友家 · TBD住总万科天地3居室-东卧,15.7,2690,171.3375796
友家 · 龙腾苑二区3居室-南卧,11.9,3160,265.5462185
友家 · 国仕汇4居室-南卧,16.4,3190,194.5121951
友家 · 京投银泰公园悦府3居室-南卧,15.8,3660,231.6455696
友家 · 云趣园二区4居室-北卧,16.5,3390,205.4545455
友家 · 北郊农场宿舍3居室-北卧,9.4,2390,254.2553191
友家 · 融泽嘉园3居室-南卧,15.04,3190,212.1010638
友家 · 龙锦苑一区4居室-北卧,13.7,2490,181.7518248
友家 · 龙禧苑二区7居室-南卧,22.5,3490,155.1111111
友家 · 龙兴园北区3居室-南卧,11.3,2360,208.8495575
友家 · 佰嘉城4居室-南卧,14.6,2790,191.0958904
友家 · 龙腾苑六区3居室-南卧,13,2930,225.3846154
友家 · 融泽嘉园3居室-南卧,12.82,2860,223.0889236
友家 · 流星花园二区3居室-北卧,9.3,2230,239.7849462
友家 · 万润家园3居室-南卧,15.6,3360,215.3846154
友家 · 融泽嘉园3居室-南卧,12.1,2790,230.5785124
友家 · 流星花园三区4居室-南卧,16.6,3490,210.2409639
友家 · 龙跃苑三区4居室-南卧,12.8,3890,303.90625
友家 · 龙锦苑一区4居室-南卧,15.1,3530,233.7748344
友家 · 天慧园4居室-南卧,19.8,3090,156.0606061
友家 · 首开国风美唐二期4居室-南卧,13.4,2960,220.8955224
友家 · 融泽嘉园3居室-南卧,9,2660,295.5555556
友家 · 龙腾苑三区3居室-北卧,11.7,2460,210.2564103
友家 · 流星花园三区4居室-南卧,27,3090,114.4444444
友家 · 龙禧苑二区7居室-北卧,10.6,2660,250.9433962
友家 · 佰嘉城3居室-西卧,12.6,2690,213.4920635
友家 · 回龙观新村东区3居室-南卧,11.5,2890,251.3043478
友家 · 东村家园3居室-南卧,11.6,2730,235.3448276
友家 · 万润家园3居室-南卧,14.6,2990,204.7945205
友家 · 龙腾苑五区4居室-南卧,19,3760,197.8947368
友家 · 北店嘉园3居室-南卧,14.6,2630,180.1369863
友家 · 天露园二区3居室-北卧,10.8,2390,221.2962963
友家 · 流星花园二区3居室-北卧,19,3490,183.6842105
友家 · 北店嘉园3居室-北卧,9.3,2490,267.7419355
友家 · 北店嘉园4居室-南卧,15.3,3590,234.6405229
友家 · 金域华府一期3居室-南卧,13.4,3190,238.0597015
友家 · 融泽嘉园3居室-南卧,15.08,2990,198.2758621
友家 · 回龙观新村东区3居室-南卧,13.5,2990,221.4814815
友家 · 龙锦苑六区4居室-南卧,14.7,3090,210.2040816
友家 · 云趣园一区3居室-南卧,9.7,3490,359.7938144
友家 · 朱辛庄南区3居室-南卧,15.2,2660,175
友家 · 新龙城3居室-南卧,14,3690,263.5714286
友家 · 首开国风美唐二期3居室-北卧,13.6,3230,237.5
友家 · 龙兴园北区3居室-北卧,18,3090,171.6666667
友家 · 回龙观新村中区3居室-南卧,10.9,2890,265.1376147
友家 · 龙腾苑四区3居室-南卧,14.8,3090,208.7837838
友家 · 龙腾苑二区3居室-北卧,10,2490,249
友家 · 佰嘉城4居室-南卧,15.6,3430,219.8717949
友家 · 白各庄新村3居室-南卧,11.6,1830,157.7586207
友家 · 东亚上北中心3居室-东南卧,11.7,2760,235.8974359
友家 · 龙腾苑五区3居室-南卧,19.5,3870,198.4615385
友家 · 领秀慧谷A区3居室-南卧,11.2,2630,234.8214286
友家 · 领秀慧谷C区4居室-北卧,12.5,2630,210.4
友家 · 豆各庄小区5居室-北卧,10.7,1960,183.1775701
友家 · 流星花园三区3居室-北卧,11.5,2230,193.9130435
友家 · 回龙观新村东区3居室-南卧,10.1,2990,296.039604
友家 · 首开智慧社3居室-南卧,11.5,3090,268.6956522
友家 · 新龙城3居室-东卧,9.8,2690,274.4897959
友家 · 天慧园3居室-南卧,12.23,2830,231.3982011
友家 · 佰嘉城4居室-南卧,16.2,3590,221.6049383
友家 · 田园风光雅苑4居室-南卧,16,3390,211.875
友家 · 龙华园3居室-东卧,10.2,2590,253.9215686
友家 · 龙锦苑一区4居室-北卧,10.9,2630,241.2844037
友家 · 通达园4居室-北卧,11.7,2530,216.2393162
友家 · 天露园二区3居室-南卧,14.2,3030,213.3802817
友家 · 新龙城2居室-北卧,12,2990,249.1666667
友家 · 龙跃苑四区4居室-南卧,30.4,3390,111.5131579
友家 · 流星花园二区3居室-南卧,26,3090,118.8461538
友家 · 北京人家3居室-北卧,9.9,2190,221.2121212
友家 · 田园风光雅苑4居室-北卧,9,2290,254.4444444
友家 · 新龙城3居室-东卧,11.9,3030,254.6218487
友家 · 田园风光雅苑4居室-北卧,11.2,2330,208.0357143
友家 · 首开国风美唐二期3居室-南卧,10.6,3230,304.7169811
友家 · 融泽嘉园3居室-南卧,12.3,3190,259.3495935
友家 · 领秀慧谷D区3居室-南卧,14.2,3490,245.7746479
友家 · 融泽嘉园3居室-北卧,15.61,3130,200.512492
友家 · 东亚上北中心3居室-东卧,9.6,2630,273.9583333
友家 · 和谐家园一区4居室-北卧,10,2190,219
友家 · 豆各庄小区3居室-北卧,15.1,2090,138.410596
友家 · 龙腾苑六区3居室-北卧,11,2830,257.2727273
友家 · 融泽嘉园3居室-南卧,11.2,2490,222.3214286
友家 · 朱辛庄南区3居室-南卧,13.2,2490,188.6363636
友家 · 融泽嘉园3居室-南卧,11.4,2760,242.1052632
友家 · 龙腾苑四区5居室-南卧,14.9,3190,214.0939597
友家 · 和谐家园一区4居室-南卧,16.6,3390,204.2168675
友家 · 龙跃苑二区3居室-南卧,20.4,2690,131.8627451
友家 · 龙腾苑四区5居室-南卧,17,2830,166.4705882
友家 · 融泽嘉园3居室-北卧,11.02,2630,238.6569873
友家 · 龙腾苑四区5居室-南卧,16,2890,180.625
友家 · 三合庄园3居室-南卧,15.4,4770,309.7402597
友家 · 首开国风美唐二期3居室-南卧,12.5,3490,279.2
友家 · 佰嘉城3居室-西卧,14.5,2490,171.7241379
友家 · 国仕汇2居室-南卧,13.5,3460,256.2962963
友家 · 龙腾苑三区3居室-南卧,15.7,3690,235.0318471
友家 · 流星花园三区4居室-北卧,10,2290,229
友家 · 龙腾苑三区3居室-南卧,13.4,3290,245.5223881
友家 · 首开国风美唐二期3居室-南卧,14.4,4170,289.5833333
友家 · 融泽嘉园3居室-南卧,12.6,3130,248.4126984
友家 · 龙锦苑六区4居室-北卧,12.7,3390,266.9291339
友家 · 慧华苑3居室-西卧,10.86,3190,293.7384899
友家 · 龙跃苑四区3居室-南卧,18.6,3360,180.6451613
友家 · 融泽嘉园3居室-南卧,11.5,3130,272.173913
友家 · 流星花园三区4居室-北卧,8.8,2290,260.2272727
友家 · 流星花园二区3居室-北卧,9.9,3290,332.3232323
友家 · 朱辛庄南区3居室-北卧,11.2,2190,195.5357143
友家 · 龙兴园北区3居室-南卧,18,3360,186.6666667
友家 · 龙腾苑四区5居室-南卧,14.7,2990,203.4013605
友家 · 流星花园二区3居室-南卧,14.3,2690,188.1118881
友家 · TBD住总万科天地3居室-东卧,10.2,2290,224.5098039
友家 · TBD住总万科天地3居室-东卧,10.2,2290,224.5098039
友家 · 和谐家园一区3居室-北卧,11.4,2830,248.245614
友家 · 万润家园2居室-北卧,13,3290,253.0769231
友家 · 流星花园三区4居室-南卧,17,3590,211.1764706
友家 · 新龙城3居室-南卧,12.6,2730,216.6666667
友家 · 龙跃苑四区4居室-北卧,9.22,2330,252.7114967
友家 · 龙跃苑四区4居室-北卧,13.87,2490,179.5241528
友家 · 龙锦苑六区3居室-北卧,12.3,3190,259.3495935
友家 · 龙跃苑四区4居室-南卧,16.7,3530,211.3772455
友家 · 龙跃苑二区3居室-北卧,12.3,2390,194.3089431
友家 · 新龙城3居室-南卧,15.6,3960,253.8461538
友家 · TBD住总万科天地3居室-东卧,12.7,2490,196.0629921
友家 · TBD住总万科天地3居室-东卧,12.7,2490,196.0629921
友家 · 新龙城3居室-南卧,14.9,2990,200.6711409
友家 · 首开国风美唐三期3居室-南卧,12,3870,322.5
友家 · 龙跃苑四区3居室-南卧,12,3430,285.8333333
友家 · 龙禧苑二区6居室-南卧,20.6,4170,202.4271845
友家 · 北郊农场宿舍3居室-北卧,13.67,3390,247.9882955
友家 · 龙腾苑三区3居室-南卧,15,3190,212.6666667
友家 · TBD住总万科天地3居室-东卧,11.8,2530,214.4067797
友家 · TBD住总万科天地3居室-东卧,11.8,2590,219.4915254
友家 · 新龙城3居室-西卧,16.1,3160,196.2732919
友家 · 龙跃苑四区3居室-北卧,13.2,2690,203.7878788
友家 · 龙跃苑四区3居室-北卧,11,3590,326.3636364
友家 · 融泽嘉园3居室-北卧,20.3,4130,203.4482759
友家 · 融泽嘉园3居室-北卧,20.9,4190,200.4784689
友家 · 龙腾苑三区3居室-北卧,11.8,2690,227.9661017
友家 · 龙跃苑三区3居室-北卧,9.75,3690,378.4615385
友家 · 龙泽苑东区3居室-南卧,13,3490,268.4615385
友家 · 冠庭园3居室-北卧,10.5,3690,351.4285714
友家 · 北街家园七区3居室-西卧,8.2,1760,214.6341463
友家 · 融泽嘉园3居室-北卧,11.3,2690,238.0530973
友家 · 融泽嘉园3居室-北卧,11.6,2630,226.7241379
友家 · 龙跃苑二区6居室-北卧,12.8,3030,236.71875
友家 · 龙锦苑四区3居室-北卧,12.7,3130,246.4566929
友家 · 龙腾苑六区3居室-北卧,11.8,3490,295.7627119
友家 · 首开国风美唐三期3居室-北卧,17.2,3460,201.1627907
友家 · 龙腾苑三区3居室-北卧,12.8,3690,288.28125
友家 · 朱辛庄北区4居室-南卧,13.6,2590,190.4411765
友家 · 和谐家园二区4居室-南卧,26.5,3090,116.6037736
友家 · 新龙城4居室-南卧,9.9,2590,261.6161616
友家 · 和谐家园二区4居室-南卧,24.8,3090,124.5967742
友家 · 和谐家园一区4居室-南卧,23,2990,130
友家 · 流星花园三区4居室-南卧,27,2990,110.7407407
友家 · 流星花园二区3居室-北卧,9.8,3190,325.5102041
友家 · 朱辛庄南区3居室-南卧,15.2,2690,176.9736842
友家 · 北店嘉园5居室-南卧,30.5,2490,81.63934426
友家 · 田园风光雅苑4居室-南卧,21.3,2330,109.3896714
友家 · 龙禧苑五区4居室-南卧,13.9,2590,186.3309353
友家 · 龙博苑二区3居室-南卧,27,3190,118.1481481
友家 · 天露园一区4居室-南卧,20,2930,146.5
友家 · 龙泽苑东区4居室-南卧,25.9,3290,127.027027
友家 · 北店嘉园5居室-南卧,14.6,2790,191.0958904
友家 · 田园风光雅苑4居室-南卧,11,2290,208.1818182
友家 · 新龙城4居室-南卧,9.5,2490,262.1052632
友家 · 龙跃苑二区4居室-南卧,28.4,3290,115.8450704
