房源名称,面积,租金,单平米租金
"沙河城铁附近出租正规朝南两居,包物业取暖,家具家电齐全",74,4000,54.05405405
北街家园六区89平三居 月付 正规小区合租 高教园地铁,90,1600,17.77777778
"沙河附近翠湖湾小区正规两居室出租,包物业取暖,家电家具齐全。",90,3800,42.22222222
"沙河城铁附近北二村出租正规小区一居室,家具家电齐全,包物业取",54,3400,62.96296296
好房源北街家园六区+家具家电齐全+约看,72,3600,50
北街家园八区 大两居 随时看房 随时入住,36,2350,65.27777778
"好房源北街家园六区,精装三居室壁纸墙,家具家电齐全",89,3800,42.69662921
好房源 北街家园八区精装两居 包物业取暖 随时看房,89,3300,37.07865169
"高教园,精装一居室,全新家电,包物业取暖,期待有缘人",37,2000,54.05405405
"北街家园精装两居室,可以长期,随时看房",89,4500,50.56179775
正规一居室 带落地阳台 包物业取暖 中高楼层 随时入住,45,3000,66.66666667
好房源 精装东向两居室 温馨舒适 高楼层采光好,80,3200,40
好房源精装修大开间 家具家电全新 委托钥匙随时看,37,1800,48.64864865
"高教新城,三部空调,精装两居室,南北通透,配置齐全,诚心出租",90,3800,42.22222222
"沙河附近巩华家园正规三居室,全装全陪,随时入住",125,5500,44
正规一居室 朝南向 落地窗 包物业取暖 随时入住,45,2900,64.44444444
次出租 南北两居 装修好 包物业取暖 交通方便,85,4600,54.11764706
保利罗兰香谷 南北 两居出租 包物业取暖 提前约看,86,4400,51.1627907
巩华家园东一村业主直签1居室 采光好 家电齐全 包物业取暖,54,3100,57.40740741
巩华家园正规2居室 业主直签 家具家电齐全 包物业取暖,84,4000,47.61904762
兆丰家园正规2居室 家具家电齐全 业主直租 包物业取暖,84,3900,46.42857143
巩华家园赋腾大开间 家具家电齐全 包物业取暖 业主直租,38,2300,60.52631579
巩华家园(白楼)正规1居室 业主直租 家具家电齐全 包物业取暖,54,3000,55.55555556
巩华家园(白楼)正规1居室 业主直签 家具家电齐全 包物业取暖,54,3200,59.25925926
恒大幸福家园正规2居室 家具家电齐全 包物业取暖 业主直租,90,4000,44.44444444
巩华家园南一村正规1居室 家具家电齐全 包物业取暖 业主直签,54,3100,57.40740741
沙河兆丰家园一居室 家具家电齐全 环境优美 正规小区,54,3100,57.40740741
巩华家园一居室 城铁昌平线沙河站 业主直签 家具家电齐全,86,4200,48.8372093
巩华家园一居室 俩居室 三居室 家具家电齐全 包物业取暖随时入住,85,4100,48.23529412
兆丰家园地砖2居室 精装修 家具家电齐全 随时入住 随时看,84,4000,47.61904762
巩华家园业主俩居室 家具家电齐全 包物业取暖 随时看房 随时住,85,4000,47.05882353
巩华家园白楼正规2居室 家具家电齐全 包物业取暖 随时住,85,3800,44.70588235
兆丰家园正规大俩居 采光好 南北通透 家具家电齐全 包物业取暖,85,4100,48.23529412
兆丰家园两室一居南北通透 家具家电齐全,84,3800,45.23809524
兆丰家园 正规居民小区 二居室 中等装修 家具家电齐全 随时住,84,4100,48.80952381
兆丰家园正规2居室 家具家电齐全 业主直租 包物业取暖,84,3800,45.23809524
高教新城 巩华家园2居室 家具家电齐全 南北通通透采光好 随时住,74,4000,54.05405405
沙河赋腾大开间 无中介费 家具家电齐全 独立卫生间厨房,38,2400,63.15789474
沙河南500米赋腾 家具家电齐全 无中介费 随时住,38,2400,63.15789474
高教新城 巩华家园一居室 家具家电齐全 业主直租 沙河城铁,54,3000,55.55555556
高教新城 巩华家园 1室0厅1卫 急租 家具家电都有 随时住,38,1500,39.47368421
高教新城 巩华家园业主2居室 家具家电齐全 随时看房 随时住,86,4200,48.8372093
高教新城 沙河巩华家园一居室 家具家电齐全 随时看房 随时住,54,3100,57.40740741
沙河绿城雅居豪华装修2居室 业主直签 随时看房 随时住 欢迎咨询,94,3800,40.42553191
高教新城 沙河巩华家园正规1居室 业主直签 家具家电齐全 随时住,54,3200,59.25925926
沙河巩华家园北二村一居室 家具家电齐全 随时看房,54,3200,59.25925926
巩华家园白楼南北通透三居室 家具家电齐全 精装修 随时看房,125,5500,44
兆丰家园正规2居室 业主直签 包物业取暖 家具家电齐全 精装修,86,4000,46.51162791
沙河巩华家园业主直签俩居室 随时看房 随时住 包物业取暖,86,4000,46.51162791
海淀上庄翠北嘉园 正规一居室出租 随时看 拎包入住,60,2900,48.33333333
沙河北二村正规一居室 家具家电齐全 包物业取暖 随时看房,54,3500,64.81481481
白领社区 可短租 可月付 免费健身房影音室 智能门锁 家电齐全,30,4600,153.3333333
巩华家园北二村次卧 正规俩居室 无 家具家电都有 随时住,86,1500,17.44186047
城铁昌平线沙河站兆丰家园54平正规南向一居出租,54,3300,61.11111111
昌平沙河兆丰家园74平南向两居出租,74,3900,52.7027027
昌平沙河站兆丰家园54平南向一居室,54,3300,61.11111111
昌平沙河站兆丰家园北主卧出租,17,1700,100
城铁昌平线沙河站兆丰家园主卧出租,20,1700,85
城铁昌平线沙河站兆丰家园74平南向两居出租,74,4000,54.05405405
城铁昌平线沙河站兆丰家园次卧出租,15,1500,100
城铁昌平线沙河站兆丰家园主卧独卫出租,22,2100,95.45454545
城铁昌平线沙河站兆丰家园54平南向一居出租,54,3000,55.55555556
城铁昌平线沙河站兆丰家园74平两居出租,74,3900,52.7027027
城铁昌平线沙河站兆丰家园东区74平两居出租,74,3900,52.7027027
城铁昌平线沙河站兆丰家园主卧出租无中介费,17,1900,111.7647059
城铁昌平线沙河站兆丰家园54平一居出租,54,3000,55.55555556
昌平沙河兆丰家园54平一居出租,54,3000,55.55555556
昌平线沙河站兆丰家园主卧 次卧出租 无钟介费,15,1600,106.6666667
昌平沙河兆丰家园东区74平两居出租,74,3900,52.7027027
好房源北街家园八区 正规2室 位置好 4000元出租,63,4000,63.49206349
"巩华家园 家具家电齐全,交通方便,",25,1400,56
"巩华新村 家具家电齐全,交通方便,",15,1300,86.66666667
"兆丰家园 家具家电齐全,交通方便,",15,1300,86.66666667
沙河城铁巩华家园兆丰家园经典大开间一居俩居三居,90,3800,42.22222222
兆丰家园正规大俩居采光好南北通透家具家电齐全包物业取暖,85,3800,44.70588235
兆丰家园正规2居室业主直签包物业取暖家具家电齐全精装修,86,4000,46.51162791
兆丰家园西区精装修一居室家具家电齐全随时看房随时住,54,3000,55.55555556
巩华家园业主直租俩居室家具家电齐全包物业取暖随时住,86,4300,50
高教新城巩华家园一居室家具家电齐全业主直租沙河城铁,54,3000,55.55555556
兆丰家园正规2居室业主直签包物业取暖家具家电齐全精装修,86,4000,46.51162791
兆丰家园西区精装修一居室家具家电齐全随时看房随时住,54,3000,55.55555556
巩华家园业主直租俩居室家具家电齐全包物业取暖随时住,86,4300,50
高教新城巩华家园一居室家具家电齐全业主直租沙河城铁,54,3000,55.55555556
高教新城沙河巩华家园正规1居室业主直签交通 生活方便,54,3000,55.55555556
巩华家园一居室城铁昌平线沙河站业主直签家具家电齐全,86,4200,48.8372093
沙河城铁南500米赋腾家具家电齐全随时住,38,2400,63.15789474
兆丰家园正规2居室业主直签家具家电齐全精装修包物业取暖,84,4100,48.80952381
巩华家园南一村正规1居室家具家电齐全包物业取暖业主直签,54,3100,57.40740741
沙河周边正规1居室2居室3居室开间合租家具家电齐全,84,3500,41.66666667
巩华家园(白楼)正规1居室业主直签家具家电齐全包物业取暖,54,3200,59.25925926
巩华家园(白楼)正规业主1居室业主直签家具家电齐全包物业取,54,3200,59.25925926
兆丰家园正规居民小区二居室中等装修家具家电齐全随时住,84,4100,48.80952381
高教新城巩华家园业主2居室家具家电齐全随时看房随时住,86,4200,48.8372093
沙河巩华家园业主直签俩居室随时看房随时住包物业取暖,86,4000,46.51162791
沙河巩华家园北二村一居室家具家电齐全随时看房,54,3200,59.25925926
巩华家园东一村业主直签俩居室精装修南北通透家具家电齐全,86,4000,46.51162791
巩华家园白楼南北通透三居室家具家电齐全精装修随时看房,125,5500,44
巩华家园一居室俩居室三居室家具家电齐全包物业取暖随时入住,85,4100,48.23529412
高教新城巩华家园2居室家具家电齐全南北通通透采光好随时住,74,4000,54.05405405
巩华家园南一村3居室房东直签城铁有意者联系,125,4800,38.4
高教新城沙河巩华家园1居室采光好家具家电齐全豪华装修,50,3000,60
城铁正规业主一居室俩居室三居室家具家电齐全随时看房随时住,54,2800,51.85185185
巩华家园白楼正规2居室家具家电齐全包物业取暖随时住,85,3800,44.70588235
沙河赋腾大开间家具家电齐全独立卫生间厨房,38,2400,63.15789474
巩华家园东一村正规一居室家具家电齐全包物业取暖随时住,54,3300,61.11111111
高教新城沙河巩华家园正规1居室业主直签家具家电齐全随时住,54,3200,59.25925926
高教新城巩华家园1室0厅1卫急租家具家电都有随时住,38,1500,39.47368421
巩华家园(白楼)业主直签一居室家具家电齐全包物业取暖随时住,54,3000,55.55555556
高教新城巩华家园正规3居室家具家电齐全随时住,90,4200,46.66666667
沙河城铁巩华家园正规两居室家电家具全齐拎包入住,86,3800,44.18604651
朱辛庄沙河王庄工业园正规大开间家电家具全齐包物业取暖,32,1300,40.625
电梯水岸庄园正规大两居室家电家具全齐有钥匙随时住,110,3200,29.09090909
沙河城铁兆丰家园正规一居室家电家具全齐,53,3000,56.60377358
沙河城铁王庄工业园正规一居室家电家具全齐房东直签,42,2500,59.52380952
上东新居出售两居室一层待小院100平业主诚信出售,86,3000,34.88372093
水岸庄园正规两居室110平家电家具全齐随时入住,110,3200,29.09090909
沙河城铁38平没有服务费只交房租就可以随时住,32,2300,71.875
龙湖滟澜山 不临街的五居室 保持的干净 可以直接住 看房方便,226,43000,190.2654867
龙湖滟澜山 中间户 把持好 直接入住 安静不临街,226,43000,190.2654867
龙湖滟澜新宸 大四居精装 边户 明厨明卫 高楼层 前后无遮挡,138,6000,43.47826087
滟澜新宸 毛坯别墅 可长期租 边户型 带大花园 小区环境优美,280,10000,35.71428571
沙河滟澜新宸 出租 南北通透户型 小区环境优美 人车分流,96,4500,46.875
滟澜新宸 精装全齐 出租 装修 南北通透 人车分流 采光好,96,4800,50
北街家园联排别墅 地上3层地下一层 前后带小院 随时看房,260,10000,38.46153846
好房源昌平线干净舒适的三具家电都是业主自用配备,77,4200,54.54545455
"兆丰家园.西区,设备齐全小区24时安保,很安全",20,1499,74.95
"巩华家园.西二村,干净整洁,正规成熟,随时看房,无中介",20,1499,74.95
"巩华家园.东一村,小区安静安全,环境适合",20,1499,74.95
小汤山阿苏卫小区正规两居室家电家具全齐随时看房,93,3300,35.48387097
小汤山阿苏卫正规小区一居室家电家具全齐随时入住,53,2600,49.05660377
北街家园八区 1室0厅1卫,36,2400,66.66666667
"北街家园五区好房出租,舒适,干净整洁",89,4200,47.19101124
好房源 区别墅 精装全齐 一家人的理想之地,256,13000,50.78125
好房源北街家园七区 四居室整租 随时能看房 随时入住,82,4700,57.31707317
龙湖滟澜新宸两居精装空房 可配齐 包物业取暖 随时看房 带阳台,88,3200,36.36363636
龙湖滟澜新宸 包物业取暖 卧室选自己喜欢的 随时可以看房子,110,1500,13.63636364
龙湖滟澜新宸 精装大三居 南北通透户型 小区 人车分流,125,5500,44
"得一看,北街家园八区 正规精装修 让您一见倾心",35,2200,62.85714286
好房源北街家园七区四居室三卫出租 看房随时,160,6200,38.75
兆丰家园 环境舒适 交通便利 正规两居 随时看 随时住,74,4200,56.75675676
"旺季朝南两居,采光好,",85,3800,44.70588235
"沙河地铁100米,南一村两居室,八月初入住",90,4200,46.66666667
沙阳路保利小二居室3500出租 家具家电全齐 拎包入住,52,3500,67.30769231
昌平沙河紫荆香谷南区 南北通透三居室出租,95,5500,57.89473684
永旺 昌平沙河保利罗兰香谷二期南北通透三居室出租精装全齐,99,5300,53.53535354
福田 保利紫荆香谷北区人车分流南北通透三居4900出租拎包入住,99,4900,49.49494949
优 选昌平 沙阳路 保利罗兰香谷一期全南向精装二居室出租,86,4500,52.3255814
沙河高教园 北街家园一区 精装3居,130,5500,42.30769231
沙河高教园 北街家园八区开间 2300元出租,37,2300,62.16216216
沙河高教园 北街家园六区+家具家电齐全+约看,72,3600,50
昌平沙河福田 保利紫荆香谷南北通透三居商品房人车分流拎包入住,100,5300,53
"兆丰家园东区,两居室出租,地铁沙河站",80,4200,52.5
沙河 兆丰家园 次卧出租 无中介费,16,1600,100
沙河 兆丰家园 主卧出租 无中介费,20,2000,100
兆丰家园 主卧独卫出租 家具家电齐全 正规小区,20,2300,115
沙河兆丰家园 主卧出租 家具家电齐全 正规小区,20,2000,100
兆丰家园两居室出租 家具家电齐全 正规小区,80,4200,52.5
赋腾 1室0厅1卫,38,2500,65.78947368
赋腾 一室一卫,38,2500,65.78947368
保利罗兰香谷一期 正规两居 家电家具全齐 随时入住,86,4500,52.3255814
巩华家园 交通便利 环境优美 正规两居室 采光好 包物业取暖。,74,4200,56.75675676
王庄工业园 一室一卫 带小院,42,1600,38.0952381
保利罗兰香谷一期精装两居室全实木家具配套出租随时看房,85,4800,56.47058824
"沙河青年创业正规两居室,全装全配包物业取暖,拎包入住。",90,3800,42.22222222
城铁昌平线沙河站兆丰家园次卧出租无中介费,15,1600,106.6666667
"沙河附近正规两居室,全装全配,包物业取暖,拎包入住。",90,3800,42.22222222
沙河附近绿城雅居正规两居室家电家具齐全包物业取暖随时入住,90,3800,42.22222222
"7号精装现房,随时住 ,非中介 格局方正",28,1600,57.14285714
城铁昌平线沙河站兆丰家园主卧独卫出租随时住,23,1800,78.26086957
恒大两居室 包物业取暖拎包入住,89,3900,43.82022472
包物业取暖 精装南北两居室,89,3900,43.82022472
"沙河地铁正规一居室,家电家具齐全包物业取暖,拎包入住",54,3000,55.55555556
"沙河附近兆丰家园东区次卧出租,家电家具齐全包物业取暖随时入住",86,1500,17.44186047
"沙河附近正规两居室全装全配,家电家具齐全,包物业取暖拎包入住",74,4000,54.05405405
"沙河地铁附近正规精装两居室,家具家电齐全可随时看房包物业取暖",90,3500,38.88888889
"王庄工业园开间,全装全配 包物业取暖拎包入住",36,1500,41.66666667
"沙河附近正规两居室,南北通透,家电家具齐全,包物业取暖。",86,4000,46.51162791
"沙河附近巩华家园北二村出租正规一居室,家具家电齐全,包物业取",54,3000,55.55555556
"沙河地铁附近七号开间出租,全装全配,欢迎您随时开看房",32,1600,50
北街家园B区公寓 整租 1室0厅1卫 20平米(个人),20,1000,50
转租 北街家园七区 全新家电 0 房租可月付,18,1540,85.55555556
北街家园五区900出租精装修看房随时有钥匙,18,1000,55.55555556
精装修 欧洲现代风格 拎包入住不收中介费包物业费,18,1399,77.72222222
精装修 拎包入住 省钱省心 交通便利 购物方便,18,1199,66.61111111
个人房源 楼层 干净整洁 精装修家具家电齐全 交通便利,18,1199,66.61111111
千元南北通透 采光好地段 环境优美交通便利 方便出行,18,999,55.5
个人房源 出租 随时住 家具家电齐全 拎包入住,18,1099,61.05555556
位置好 家电齐全 拎包入住 精装修 看了就相中,18,1199,66.61111111
朝南单间独卫带电梯 温馨如家 阳光充足 干净卫生 免费看房,18,1299,72.16666667
精装修房 热水 沐浴 家具家电齐全 交通便利 可整租可合租,20,1399,69.95
好房不等人 精装大标间 舒适温馨的布局 楼层 拎包入住,20,1499,74.95
南北通透 采光好 地段 环境优美 交通便利 方便出行,18,1250,69.44444444
个人房源精装修 拎包入住 省钱省心 交通便利 购物方便,20,1300,65
个人房源 出租 全明户型 有监控门禁随时入住 家具家电齐全,18,1399,77.72222222
