房源名称,面积,租金,单平米租金
北苑 立水桥南 旭辉奥都 新上豪装铁大一居 品质家居,72,6350,88.19444444
"福熙大道,高品质小区,明厨明卫,带阳台,南北通透,拎包入住",199,25000,125.6281407
媒体村天畅园 傲城融富中心 168平 大三居好房 有钥匙随时看,168,17200,102.3809524
媒体村天畅园 大三居房 有钥匙随时看 可0押金月付 采光好,175,16900,96.57142857
华发颐园 精装三居室 本人亲自实勘 家具齐全 随时入住 免押金,140,13800,98.57142857
媒体村天畅园 西向 大两居室房 高层视野好,133,12000,90.22556391
北苑家园茉藜园 精装2居 南北户型,100,7500,75
媒体村 天畅园 西南向 大两居房 高层视野好,186,19000,102.1505376
傲城融富中心 163平 大三居 好房 交通便利 地铁沿线,163,18000,110.4294479
北苑 润泽悦溪 新上豪装南北两居 业主壹次出租 看房有钥匙,90,8650,96.11111111
立水桥北苑家园望春园上号三居好房源家电齐全,133,11000,82.70676692
林奥嘉园二室一厅二卫,118,10000,84.74576271
"福熙大道,高品质小区,明厨明卫,带阳台,南北通透,拎包入住",199,25000,125.6281407
北苑家园清友园 精装分租房 可月付 无押金 随时看房,68,3000,44.11764706
"天润玖熙,带阳台,带衣帽间,户型方正,近商业,近地铁",162,14000,86.41975309
北苑家园清友园新出大三居,154,14000,90.90909091
万科星园 一居室带花园 看房来电,66,7000,106.0606061
天畅园三室一厅一卫,184,18000,97.82608696
天居园二室一厅一卫,110,10000,90.90909091
北苑 立水桥南 旭辉奥都 新上豪装铁一居 业主直租,70,5750,82.14285714
北苑 立水桥南 旭辉奥都 新上豪装铁大一居 品质家居,72,5850,81.25
北苑 立水桥南 旭辉奥都 新上铁两居 业主直租 可长签,90,7250,80.55555556
北苑家园茉藜园 精装一居 东南向 采光好,66,5700,86.36363636
华贸城精装一居复式 家电齐全 灵动空间,52,7800,150
北苑 立水桥南 旭辉奥都 新上铁一居 相寓装修 零押月付,68,5800,85.29411765
北苑 立水桥 旭辉奥都 新上铁房源 独立飘窗 可当观景房,60,5200,86.66666667
北苑 立水桥 旭辉奥都 新上铁房源 温馨装修 可0押月付,52,5000,96.15384615
北苑 望春园 新上南北铁大两居 家电齐全 电梯入户 有钥匙,98,7350,75
北苑 立水桥南 旭辉奥都 新上铁两居 业主直租 可长签,90,7400,82.22222222
北苑 望春园 新上铁大两居 家电齐全 一家人安居必备,105,7500,71.42857143
华贸城小两居月付6600,60,6600,110
华贸城小两居月付6600,60,6600,110
福熙大道半空房月付11000,138,11000,79.71014493
清友园单间2500月南卧飘窗付精装拎包入住,20,2500,125
润泽悦溪正规两居月付7800随时看房随时人住,90,7800,86.66666667
北苑家园 望春园 精装两居 西南向 观景房 一览无遗,90,7000,77.77777778
5号线 平安嘉苑 业主首茨出租 精装两居 拎包入住 看好可谈,90,8300,92.22222222
铁建广场两居可,75,6500,86.66666667
旭辉 5跟踪上地铁 74平一居 月底可入住 看房联系我,74,6200,83.78378378
华发颐园 开间装修贼棒 一家人呢 朋友 都可以,60,5400,90
"天畅园大办房,现在空置,随时可以看,业主长期不用,",165,17500,106.0606061
北苑家园望春园二室二厅二卫,110,8000,72.72727273
北苑家园望春园二室一厅一卫,103,8000,77.66990291
"采光无遮挡,居家精装,拎包入住,看房方便,随时起租,近地铁",70,8000,114.2857143
北苑家园 绣菊园 新上豪装南向大一居 落地飘窗大阳台 有钥匙,70,5850,83.57142857
上元君庭 4室 南北通透 195.97平 25000元,196,25000,127.5510204
中铁国际城 2室 朝南 70平 8000元,70,8000,114.2857143
茉藜园整租精装7699新装修业主首茨出租,108,7699,71.28703704
清友园整租7599月付业主首茨出租随时看随时定,98,7599,77.54081633
来北精装一居 业主直租 看房随时 周边配套 拎包入住,66,5000,75.75757576
润泽公馆 精装南向大两居 看房随时拎包入座 业主直租,92,8000,86.95652174
莲葩园 一居 精装 拎包入住 包物业暖气 看房随时,72,5600,77.77777778
华发颐园 业主婚房首茨出租 月底即可入住 看好可提前预定,60,5800,96.66666667
润泽悦溪 正规精装两居 南北通透 一层带花园 拎包入住,85,8300,97.64705882
媒体村 天翠园 南北通透 精装大两居 有钥匙 随时看 0押金月付,125,10400,83.2
"南北三居,双层双卫,可合租,近地铁,近商业,随时起租,有钥匙",67,8000,119.4029851
佳兴园新上居家好房 精装大三居 近地铁 交通便利 有钥匙 随时看,110,10300,93.63636364
急租2室 仅租8000元 错过了就没了,52,8000,153.8461538
"华贸城7号院 中等装修2室 您是在找短租么,就这套吧",67,7000,104.4776119
精装复式 居家装修 家具家电齐全 4.95米,65,6500,100
北苑 华贸城 润泽公馆 新上豪装三居 业主婚房 可长签,156,13500,86.53846154
"北苑天畅园开间,现在空置,拎包入住,看房方便",50,5800,116
立水桥北苑家园望春园新上两居好房源家电齐全看房提前约,99,8000,80.80808081
"北苑天畅园居家好房,业主装修,看房方便,拎包入住",107,10000,93.45794393
"润泽公馆,南北通透,明厨明卫,居家装修,拎包入住,看房随时",87,8800,101.1494253
北苑家园 清友园 两三家 出租次卧 采光好 月付,22,1950,88.63636364
"又优惠!诚心出租朝东 1室,物有所值,不要错过哟",53,5000,94.33962264
润泽公馆 正规2室 位置好 南北通透 家具家电齐全 采光好,87,8800,101.1494253
乐想汇写字楼1室朝东 这么高的性价比还需要等待吗,53,5100,96.22641509
新上 高层 世茂 人车分流 家具家电齐全 带车位 月底起租,118,14000,118.6440678
北苑新上 世茂三居室 198平南北通透 出租 装修好,198,21000,106.0606061
上元君庭 正规4室 位置好,196,25000,127.5510204
奥森公园 人车分流 价格合适 家具家电齐全 装修好,136,10000,73.52941176
近奥森 家具家电齐全 看房随时 起租随时 人车分流 配套齐,159,18000,113.2075472
北苑立水桥南 旭辉奥都 新上老业主豪装两居 业主直租 可长签,90,7500,83.33333333
润泽悦溪 精装修2室好房出租 舒适安静 拎包即住,89,8500,95.50561798
新出 北苑 装修保持好 出租 家具家电齐全 看房随时,59,6000,101.6949153
北苑 出租 全新家具家电 随时起租 人车分流 交通方便,166,20000,120.4819277
上元君庭 1室 6800元,56,6800,121.4285714
楼层位置好+家具齐全+采光观景好,159,14500,91.19496855
绿化高+万科的物业+一居室带个院+奥森=7000,65,7500,115.3846154
"华贸城7号院精装修 家电齐全,南向开间 采光好 视野开阔",55,5800,105.4545455
华贸城三居 南北通透 简单装修 正对花园水系 采光好,207,18000,86.95652174
"润泽悦溪2室便宜出租了,欢迎附近上班族",87,8000,91.95402299
有家有爱有温馨!润泽公馆温馨1室!让您享受生活,61,7000,114.7540984
"华贸城,精装开间,居家装修,拎包入住,近商业,生活方便",55,5800,105.4545455
润泽公馆 南北通透 2室 不临街,89,8500,95.50561798
领地一室一厅一卫 居家好房 看房联系,88,7500,85.22727273
朝阳北苑精装小三居出租 居家装修 看房随时,95,10000,105.2631579
"天畅园 大房, 看房方便",165,17500,106.0606061
天朗园235平米精装房,235,31000,131.9148936
楼层位置好+家具齐全+采光观景好,113,12500,110.619469
万科星园 精装修东北 一个心情盛开的地方,102,11000,107.8431373
"温馨舒适的装修 家的感觉 上元君庭 元芳,就这套吧!!",113,9500,84.07079646
上元君庭 精装修东西通透 朝向 图片真实 拎包即住,159,17500,110.0628931
上元君庭 南北通透 2室 不临街,101,8000,79.20792079
万科星园 朝西 2室 不临街,95,10500,110.5263158
万科星园 朝西 2室 不临街,95,10500,110.5263158
华贸城9号院 西南 1室 不临街,53,8500,160.3773585
"中铁国际城 舒适,干净整洁, 随时入住",79,8000,101.2658228
美立方 南向高层 采光好 出行方便 地图立水桥南站,77,6800,88.31168831
"北苑世华泊郡全南两居,品牌家电,看房方便",88,8800,100
北苑天畅园 大面积房,186,18500,99.46236559
"世茂奥临四居室,采光好,环境好,小区环境优美",265,30000,113.2075472
"华贸城,精装开间,居家装修,拎包入住,近商业,近地铁,",55,6000,109.0909091
北五环 媒体村 万科星园 精装主卧 带独立卫生间 急租,35,2800,80
北苑 13号线 北苑家园清友园 精装主卧 家具齐全 免压月付,86,2500,29.06976744
"中铁国际城, 干净清爽2室 ,看房方便,价格便宜",81,10000,123.4567901
中铁国际城 南北通透 2室 不临街,87,9000,103.4482759
北苑 立水桥南 旭辉奥都 新上三居室 老业主的房 可长签,120,9350,77.91666667
北苑 立水桥南 旭辉奥都 新上铁两居 业主直租,90,7550,83.88888889
北苑 立水桥南 旭辉奥都 新上铁小两居 性价高 可0押月,80,6200,77.5
0押月付 北苑 立水桥南 旭辉奥都 新上铁分租单间,28,2850,101.7857143
北苑 立水桥南 旭辉奥都 新上铁两居 业主婚房 看房提前约,90,7300,81.11111111
北苑 立水桥南 旭辉奥都 新上豪装铁两居 业主直租 有钥匙,90,7400,82.22222222
"福熙大道,高层观景,采光无遮挡,明厨明卫,随时拎包入住",170,18000,105.8823529
北苑立水桥南 旭辉奥都 新上铁燃气一居 干净整洁 业主直租,65,5950,91.53846154
北苑立水桥 旭辉奥都 新上铁豪装一居 老业主的房 品质家具,75,6300,84
北苑 立水桥南 旭辉奥都 新上铁豪装燃气开间 温馨装修,50,5200,104
北苑 立水桥南 华发颐园 新上铁南北两居,120,9350,77.91666667
北苑立水桥南 华发颐园 新上豪装南北三居室 小区 有钥匙,150,13000,86.66666667
北苑 立水桥南 华发颐园 新上铁开间 配套成熟,60,5500,91.66666667
北苑立水桥望春园 新上相寓4.0铁单间 3家合租 0押月付,25,2750,110
"中铁国际城,房屋干净清爽,户型佳,为您呈现家的感觉",119,12000,100.8403361
"天润福熙大道分期1 家电齐全,随时入住!",227,36000,158.5903084
北苑 北苑家园清友园 三室分组 主卧 次卧 大次卧 急租月付,69,2200,31.88405797
0押月付 北苑清友园 新上豪装分租铁单间 3家合住 有钥匙,108,2950,27.31481481
0押月付 北苑家园清友园 新上南向实墙大厅隔 3家合住,30,2800,93.33333333
"铁建广场,视野采光好,户型方正,简约装修,随时起租,近地铁",75,11000,146.6666667
"新上 (福熙大道南北通透三居)(采光好,视野好)家具家电齐全",170,18000,105.8823529
北苑 润泽悦溪 新上一层带花园大三居 业主婚房 可长签,158,13500,85.44303797
北苑家园望春园3室 房子好不好 看过就知道赞,133,11000,82.70676692
家电家具齐全 全南两居室 户数少 双卫一卫明 随时起租 世茂,118,13000,110.1694915
中铁国际城 南北通透 2室 不临街,87,9000,103.4482759
北苑家园 清友园 精装两室 家具齐全 精装一楼 婚房,90,5000,55.55555556
中铁国际城 精装修正规2室 价格迷人 物超所值,77,8200,106.4935065
家电家具齐全 全南两居室 户数少 双卫一卫明 随时起租 世茂,118,13000,110.1694915
家电家具齐全 全南两居室 户数少 双卫一卫明 随时起租 世茂,118,13000,110.1694915
中铁国际城 精装修朝南 朝向 图片真实 拎包即住,74,8300,112.1621622
"世华泊郡,高楼层,采光好,精装修,带阳台,家电齐全,拎包入住",89,7500,84.26966292
10年社区 人车分离 三卧室分离 小区环境好 户型好,177,14500,81.92090395
天润福熙大道 3室 西南 155平 16500元,155,16500,106.4516129
傲城天乐园 纯板楼社区 人车分离 奥森300米 800米,138,13000,94.20289855
来广营西 北京青年城 婚房两室 急租 家具齐全 可月付,92,6700,72.82608696
北苑 媒体村 美立方.首.次.出租.大次卧出租 可0押金月付,30,2700,90
北苑 媒体村 天畅园 精装大两居 方便 急租,90,7600,84.44444444
北苑 筑华年 大主卧 带独立卫浴 婚房 家具齐全 可短租,28,2800,100
"中铁国际城精装修 家电齐全,随时入住!",120,12500,104.1666667
"中铁国际城,房屋干净清爽,户型佳,为您呈现家的感觉",119,12000,100.8403361
北苑 立水桥南 美立方 新上铁开间 家电齐全 拎包入住,55,5250,95.45454545
北苑 立水桥南 美立方 新上豪装三居室 业主婚房 品质家居,125,10000,80
北苑 立水桥南 美立方 新上铁分租单间 3家合住 0押月付,20,2650,132.5
北苑 立水桥 美立方 新上铁两居 业主婚房 品质家居,98,7350,75
北苑 立水桥 美立方 新上铁南向大一居 家电齐全 0押月付,72,6150,85.41666667
北苑 立水桥南 美立方 新上豪装铁小两居 家电齐全 0押金,65,6450,99.23076923
"北苑 绣菊园南区精装1室,新房未入住+0押月付",68,5800,85.29411765
"中铁国际城,价格可聊,采光无遮挡,户型正,居家装修,拎包住",79,8300,105.0632911
"惊爆!福熙大道分期22室,只需10000元,租中",85,10000,117.6470588
北苑 华贸城 乐想汇 新上豪装开间 业主婚房 家电齐全,55,5450,99.09090909
润泽悦溪 正规精装两居 南北通透 一层带花园 拎包入住,85,8300,97.64705882
润泽悦溪 高效 精装 南北通透 户型方正 拎包入住 随时看,88,9000,102.2727273
价格合适 家具家电全 近 周边配套全 先到先得,55,5800,105.4545455
"中国铁建广场精装修,不后悔的选择",75,8000,106.6666667
新上13北苑 华贸城 南北婚房三居 家具家电全齐 随时拎包住,152,13500,88.81578947
北苑华贸城8号院 新上南北大三居 全新家电 业主直租 有钥匙,154,13500,87.66233766
北苑 华贸城7号院 新出豪装两居 业主在国外 可长签,67,7566,112.9253731
北苑 华贸城东区 新上豪装一居 家电齐全 业主直租,56,6500,116.0714286
北苑 航空医院南门 北苑2号院 精装三居 可同事合住 急租,75,6300,84
北苑 媒体村 天畅园 精装大三居 家具齐全 急租,140,10000,71.42857143
七夕奉献好房来袭 南北两居室 家具家电齐全 无遮挡 采光好,97,9500,97.93814433
七夕奉献 好房来袭 实木家具 舒适 南北板楼 5层带电梯,145,14000,96.55172414
七夕奉献 好房来袭 山水两居南北 双阳台 花园洋房 次顶层,95,9000,94.73684211
北苑 媒体村 天畅园 精装大三居 居家均可 急租,160,12000,75
北苑 华贸城东区 新上豪装两居 业主婚房 家电齐全 可长签,90,7850,87.22222222
"润泽悦溪,板楼社区,东西通透,带露台,户型方正,拎包入住",86,8500,98.8372093
福熙大道分期2 南北通透 朝向 图片真实 拎包即住,61,8200,134.4262295
北苑家园 乐想汇 精装开间 看房随时 居室适宜,58,5400,93.10344828
"北苑新街坊,佳兴园,精装三居",128,9500,74.21875
北苑 航空医院南门 北苑1号院 军警站岗 精装主卧 急租,30,2500,83.33333333
润泽悦溪 高效 精装 南北通透 户型方正 拎包入住 随时看,88,9000,102.2727273
北苑家园 乐想汇 精装开间 看房随时 居室适宜,58,5400,93.10344828
立水 北苑 精装大一居 看房随时 豪装75平 犹豫是错,75,6500,86.66666667
北苑2号院 周边小区成熟 5上轨道 方便 快,65,4900,75.38461538
北苑家园 望春园 精装两居 西南向 观景房 一览无遗,90,7000,77.77777778
5号线 平安嘉苑 业主首茨出租 精装两居 拎包入住 看好可谈,90,8300,92.22222222
望春园 精装两居 北苑家园 超棒两居 毗邻铁 看房随时,96,7500,78.125
北苑家园绣菊园 精装三居 看房随时 有车位 淸由茉莉,113,8500,75.22123894
紫绶园 三家合住 精装 整租7800 一家人 同事皆可,86,2400,27.90697674
北苑家园 绣菊园 三改四 整租 大甩卖 欢迎致电,106,8200,77.35849057
山水蓝维 南北通透豪装两居 业主目前 看房联系我 首茨,100,9600,96
华发颐园 开间装修贼棒 一家人呢 朋友 都可以,60,5400,90
来北家园 精装一居 业主首茨出租 全南向 看房随时 拎包住,60,5000,83.33333333
筑华年 小区环境好 舒心 绿化 拎包入住 看房随时,91,8000,87.91208791
筑华年 精装三居 业主 直租 看好提前约 适合一家人,91,8500,93.40659341
莲葩园 商圈 业主首茨出租 一家人,100,7500,75
华贸城 精装开间 北苑站近开间 楼下繁华 盛世 随时看,60,5500,91.66666667
润泽公馆 精装南向大两居 看房随时拎包入座 业主直租,92,8000,86.95652174
华贸城南北通透三居 出租 家具家电齐全 采光好 拎包入住,142,14000,98.5915493
华贸城10号院 朝南 3室 不临街,99,9500,95.95959596
北苑 媒体村 美立方 精装一室 家具齐全 看房方便 急租,68,5000,73.52941176
北苑 媒体村 美立方 南向大主卧 次卧 家具齐全 急租 月付,25,2500,100
"北苑家园莲葩园!居家2室,新鲜出炉,长租3年",120,7600,63.33333333
"花园洋房,鸟语花香,山水蓝维3居室可以长租可养宠物",160,13000,81.25
北苑家园 蕴实园 两居室带电梯 看房方便 近13号线 可月付,97,7600,78.35051546
美立方 正规大一居 婚房 近铁 干净出租,58,5600,96.55172414
"5号线立水桥南,茉藜园清友有附近,绣菊园精装4居可同事合住",121,8200,67.76859504
北苑路北恒大名都+来北家园+望春园+天居园+美立方+天怡家园,80,6700,83.75
"中铁国际城,南北通透,三居格局,家电齐全,拎包入住,近地铁",87,8500,97.70114943
北苑01南向开间 采光好 家具家电齐全 屋内保持好 距地铁1000米,55,5800,105.4545455
朝阳北苑 媒体村 奥森公园 林奥嘉园正规两居两卫 业主直租,126,11000,87.3015873
来北精装一居 业主直租 看房随时 周边配套 拎包入住,66,5000,75.75757576
润泽悦溪 正规精装两居 南北通透 一层带花园 拎包入住,85,8300,97.64705882
润泽悦溪 高效 精装 南北通透 户型方正 拎包入住 随时看,88,9000,102.2727273
北苑家园 乐想汇 精装开间 看房随时 居室适宜,58,5400,93.10344828
北京青年城 150平 业主首茨出租 三居两卫 壕无人性,150,10600,70.66666667
莲葩园 一居 精装 拎包入住 包物业暖气 看房随时,72,5600,77.77777778
华发颐园 业主婚房首茨出租 月底即可入住 看好可提前预定,60,5800,96.66666667
润泽公馆 精装南向大两居 看房随时拎包入座 业主直租,92,8000,86.95652174
筑华年 南北精装大两居 业主直租 看房随时 拎包入住,84,7500,89.28571429
"奥森北门南北通透四居室 南向面宽15米,保持好30000",252,30000,119.047619
北苑 清友园 精装修两室两卫 随时看房了,111,7400,66.66666667
5号线立水桥南站 南北两居 0押金月付 楼下 随时看房,80,6999,87.4875
"北苑+林奥嘉园精装好房出租,位置好,朝南挨着奥森公园",75,7100,94.66666667
上元君庭南北四居室上叠别墅,298,30000,100.6711409
北苑 北京青年城精装3居 南北通透,136,9200,67.64705882
北苑租房 出租旭辉奥都精装修 近5号线立水桥南站,50,5300,106
精装修1室 家具家电齐全 采光好 视野开阔 西南向复式,52,7800,150
"北苑家园望春园 3居 出租,可以合住低于市场价",127,8300,65.35433071
山水 南北通透 两居室 没有对外公开出租我知道,98,8500,86.73469388
5号线北苑路北站 佳兴园精装开间 业主直租 随时看房,50,5100,102
13号线城铁北苑 华贸城世华泊郡 精装正规三居 看房随时,94,10500,111.7021277
"婚房哪里逃,房价还能聊。13号线北苑站,润泽悦溪一层带地下",89,12000,134.8314607
城锦苑精装两居 可以空房可以家具家电齐全 信价比高!!,90,6900,76.66666667
来广营 望京 媒体村北苑 华贸城 精装两居两卫 出租,100,7000,70
北苑精装主卧 月付 零押金 随时入住 家电全齐,25,2500,100
北苑 筑华年 精装主卧独卫 家具齐全 急租 免押金 月付,35,2800,80
北苑 媒体村 美立方 精装大次卧 家具齐全 0押月付,30,2300,76.66666667
"北苑家园清友园 精装主卧 带阳台,随时看房拎包入住,月付无杂",25,2500,100
北苑家园绣菊园 正规2居 集中供暖 可以合住低于市场价,80,6100,76.25
"华贸城,近地铁,上下双卫,可做两居,居家装修,拎包入住",53,7000,132.0754717
立水桥南 平安嘉苑豪装120平大三居 有钥匙随时看 拎包入住,120,12000,100
媒体村天居园 正规2室 位置好,138,11500,83.33333333
媒体村 精装大两居 两居两卫 家具齐全 拎包入住 随时看房,133,9600,72.18045113
北苑 佳兴园 正规三居 可合租 家具齐全 月付 看房方便,90,6200,68.88888889
北苑 媒体村 天畅园 精装大主卧 次卧 两家用一个卫生间 急,75,2700,36
新上望春园精装一居室家电全齐看房提前约,68,5800,85.29411765
北苑 北京青年城精装3居 南北通透,136,9200,67.64705882
山水 南北通透 两居室 没有对外公开出租我知道,98,8500,86.73469388
北苑 清友园 2室 不临街 看房随时业主直租,99,7500,75.75757576
天润福熙大道 1室 南北通透 61平 7700元,61,7700,126.2295082
上元君庭 下叠带花园 业主要求长租,310,35000,112.9032258
国企北辰在奥森门口打造的东南大两居室,102,9000,88.23529412
北苑家园望春精装两居室 家具家电齐全 看房有钥匙 零押金月付,118,7600,64.40677966
0押金 林奥嘉园精装一居室 家具家电齐全 看房有钥匙,75,6800,90.66666667
美立方精装一居室 家具家电齐全 看房有钥匙 出行购物方便,66,5500,83.33333333
润泽悦溪精装两居室 家具家电齐全 看房有钥匙 可长签能月付,89,7200,80.8988764
天翠园 婚房2居室 随时签约 价格可谈 有钥匙 婚房装修 实,130,9900,76.15384615
全南向两居 采光好 花园小区 不临街 带家具家电,95,9200,96.84210526
南北通透 居家装修 带家具家电 拎包住 不临街 人车人流,142,14000,98.5915493
南北通透 三室两厅 居家装修 带家具家电 人车分流 不临街,122,12500,102.4590164
南北通透 带家具家电 拎包住 安静不临街 带阳台,89,10000,112.3595506
南北通透 正规三室两厅 两卧室朝南 居家装修 拎包住,177,14500,81.92090395
南向1+1 两居室 高层采光好 13号线 人车分流,73,7500,102.739726
上元板楼 南向两居室 安静不临街 高层采光好 人车分流,85,8500,100
高层采光好 南北通透两居 带家具家电 安静不临街,103,10000,97.08737864
上元下跌别墅 有钥匙 带家具家电 安静不临街 人车分流,310,35000,112.9032258
西向两居室 两卫 居家装修 带家具家电 奥森 拎包住,113,9500,84.07079646
上元君庭 下叠别墅 居家装修 奥森 拎包住,298,30000,100.6711409
高层南向两居 居家装修 拎包住 奥森 人车分流,84,8500,101.1904762
南向两居 高层采光好 带家具家电 拎包住 安静不临街,85,9000,105.8823529
南北四居室 高层采光好 正观奥森公园 人车分流 带家具,164,15000,91.46341463
南北通透 正规三室两厅 带家具家电 正观奥森公园,133,11000,82.70676692
南北通透 高层两居室 带家具家电 奥森公园,101,9800,97.02970297
上元君庭 上叠别墅 拎包住 带家具 奥森 安静不临街,196,25000,127.5510204
南北通透 落地窗 带阳台 居家装修 拎包住,170,18000,105.8823529
南北四居 居家装修 带家具家电 拎包住 13号线,227,36000,158.5903084
西向两居室 俩卫生间 奥森公园 人车分流 正观奥森,113,9500,84.07079646
华贸城开间 带家具家电 随时起租 13号线 落地窗,55,6100,110.9090909
南北通透 带家具家电 正规两居室 双倍面积 两个卫生间,53,8300,156.6037736
南北通透 双倍使用面积 两室两卫 带家具家电,67,9500,141.7910448
华贸城南向开间 华贸天地 居家 带家具家电,55,5800,105.4545455
中间层 南向两居室 采光好 带飘窗 外置阳台 人车分流,87,8500,97.70114943
南向两居 高层采光好 13号线北苑 带飘窗,81,10000,123.4567901
南北三居室 两卧室朝南 女皇级别主卧 带家具家电 人车分流,218,25000,114.6788991
世茂南向两居室 人车分流 花园水系 奥森 安静不临街,128,13000,101.5625
世茂全南向两居 奥森 人车分流 落地窗 采光好 不临街,118,14000,118.6440678
南北四居 高层采光好 刷卡入户 奥森公园 人车分流,293,30000,102.3890785
开发商带装修 高层采光好 人车分流 前排不挡光 不临街,293,35000,119.4539249
南北通透 三室两卫 开发商带装修 空房出租 奥森,175,18000,102.8571429
优选 世茂南北通透三居 开发商带装修 奥森公园 带阳台,217,25000,115.2073733
万科东南三居室 居家装修 奥森 物业好 安静不临街,125,14000,112
华贸城 南向复式 双倍使用面积 落地窗 离近 带家具,53,8500,160.3773585
北苑家园绣菊园 正规2居 集中供暖 可以合住低于市场价,80,6100,76.25
"5号线北苑路北站,平安嘉苑欧式装修,可合住",115,10500,91.30434783
为你而选 北京青年城南北主卧带独卫精装修 家具家电齐全租金低,122,2600,21.31147541
"13朝阳北苑路北,蕴实园赢秋苑广华居附近青年城开间随时看",45,4400,97.77777778
5号线北苑路北站 佳兴园精装开间 业主直租 随时看房,50,5100,102
朝阳北苑 润泽公馆精装两居,88,8300,94.31818182
亚奥北苑 精装2居可以空房可以配齐家具家电看房随时有钥匙,89,7300,82.02247191
立水桥北苑家园望春园上号两居两卫好房源,88,6500,73.86363636
北苑媒体村 天居园精装两居 家电齐全 拎包入住,133,9600,72.18045113
西向两居室 俩卫生间 奥森公园 人车分流 正观奥森,113,9500,84.07079646
北苑 华贸城 山水蓝维 豪装大三居 家具齐全 急租 有车位,130,11500,88.46153846
"华贸城,精装修,拎包入住,近地铁,近商业,上下双卫,带",53,8300,156.6037736
莲葩园 一居 精装 拎包入住 包物业暖气 看房随时,72,5600,77.77777778
华发颐园 业主婚房首茨出租 月底即可入住 看好可提前预定,60,5800,96.66666667
5号立水桥南莲葩园 精装一居,85,5150,60.58823529
急租 平安嘉苑好房型 不会让你白跑,85,6450,75.88235294
