房源名称,面积,租金,单平米租金
0押金 月付 正规主卧独卫 楼下商场公交站,30,2600,86.66666667
0押金 月付 正规石墙北次卧 随时看房,20,1800,90
0押金 月付 正规石墙次卧 交通自己查 好房不等人,25,2300,92
0押金 月付 正规主卧独卫 手慢无,30,2500,83.33333333
0押金 月付 正规石墙次卧 全配新家具 好房不等人,20,1800,90
0押金 月付 正规南次卧 好房就这个,20,2000,100
0押金 月付 房子倍儿棒 带阳台 租到到,20,1900,95
0押金 月付 这个价的朝南卧室 过了不会再有,20,2000,100
0押金 月付 复式楼上南卧室带阳台台 好房不等人,20,1900,95
0押金 月付 正规朝南向主卧 随时看房,20,2000,100
0押金 月付 复式楼上南次卧带阳台 好房不等人,20,2000,100
0押金 月付 正规朝南大卧室 好房不等人,30,2100,70
0押金 月付 正规实墙次卧 交通位置自己看看,25,1800,72
都市芳园 相寓精装大四居带露台 合租优选 独门独户 可月付,154,9200,59.74025974
房天下推荐;东一电梯两居室 精装 看房方便 环境好,106,5300,50
"房天下推荐;西三区精装三居室,找爱惜房子一家人客户",158,6500,41.13924051
房天下推荐;天通苑北二区电梯2居室南北通透家具齐全,108,5300,49.07407407
"房天下推荐;南北通透大三居,接受合租,看房方便",142,6300,44.36619718
房天下推荐;好房出炉了:中苑电梯大3居 南北通透 有钥匙,162,6900,42.59259259
房天下推荐;天通苑本五区精装大三居可长租,168,6800,40.47619048
房天下推荐;东一电梯两居室 精装 看房方便 环境好,106,5200,49.05660377
房天下推荐;中苑电梯大3居 南北通透 有钥匙 随时能看,162,5900,36.41975309
房天下推荐;天通苑东二区三居室 可 家具家电齐全,140,5500,39.28571429
房天下推荐;天通苑东二区 2室1厅 5000元,91,5000,54.94505495
房天下推荐;精装修南北通透大两居 干净宽敞舒适,111,5700,51.35135135
"房天下推荐;天通苑东二区,精装,明亮",106,5500,51.88679245
"房天下推荐;天通北苑三区3室2厅2卫,白领打工族快来看啊",130,6500,50
"房天下推荐;天通北苑三区3室2厅2卫,白领打工族快来看啊",130,6500,50
"(0押金,可月付)天通苑精装3居 保洁已做",160,8800,55
"(0押金可月付)天通中苑新上电梯大三居,南北通透,精装修",130,8500,65.38461538
0押金 月付 小区环境嘎嘎好有面儿 招财福地创业无忧,75,7500,100
"婚房精装电梯两居室,价格实惠,家电齐全,随时看房",102,6000,58.82352941
天通苑北一区一室一厅一卫,52,5000,96.15384615
天通苑北一区一室一厅一卫,60,4800,80
(零押金月付)精装大两居 业主出租地铁 随时看房,134,8300,61.94029851
"天通苑本五区,地铁,干净敞亮",160,3400,21.25
0押金可月付 天通苑 精装三居室双卫 可员工同事合住拎包住,120,15000,125
天通苑西一区二室一厅一卫,82,6000,73.17073171
(0押金 可月付)学生租房特惠!八折 快来看啊,156,1850,11.85897436
0押金 可月付 太平家园正规两居室 双卧朝南,90,6500,72.22222222
"0押金 可月付,南北通透,温馨舒适,业主次出租",133,7300,54.88721805
"幸福我家,正规两居室一层带花园适合一家人",100,6000,60
0押金月付地铁边两居拎包入住 房子,100,6500,65
0押金可月付 精装二居室 业主直租 随时看房 拎包即入,80,5800,72.5
天通苑两居室!随时看房,103,6000,58.25242718
天通中苑朝南次卧 精装修 水电网燃气费全包 可月付 业主直租,15,2700,180
天通苑北三区精装朝南主卧带露台 有钥匙 随时看房 交通便利,15,2190,146
"天通苑本六区一居室,,交通便利,业主直租,板楼1层",55,4800,87.27272727
天通苑东一区 电梯楼 精装修 交通便利 配套齐全 业主直租,141,9500,67.37588652
天通中苑塔楼3居室 豪华装修 采光好 交通便利 昌平,138,8500,61.5942029
天通苑东三区 板楼2居室 南北通透 交通便利 白坊市场,107,6000,56.07476636
"35平米,环境幽静,舒适!",35,2600,74.28571429
天通苑西二区 1室1厅63平米 中等装修 押一付三,63,4000,63.49206349
"天通苑南站,家具家电齐全 装修不错",80,3900,48.75
"大一居临,出租,东朝向! 看房随时",55,4200,76.36363636
"旁 天通苑北一区一居 精装修,看房有钥匙",60,3500,58.33333333
家具电器齐全干净!,61,3500,57.37704918
天通苑西一区 1室1厅 60平米 精装修,60,3600,60
"家具家电全齐,4000元/月,拎包即住!",60,4000,66.66666667
天通苑东二区板楼精装2居室 南北通透 交通便利,112,6300,56.25
天通苑东一区 八大金刚 精装2居室 交通便利 提前看房!,94,6000,63.82978723
天通苑东三区 精装板楼两居室 南北通透 交通便利,92,6000,65.2173913
天通苑东三区 精装板楼3居室 南北通透 业主直租 只要一家人,120,6800,56.66666667
天通苑东三区 精装板楼3居室 南北通透 业主直租 只要一家人,113,7000,61.94690265
天通苑北三区板楼精装2居室 南北通透 临地铁,110,6600,60
丽水园天通苑二室一厅一卫,92,6000,65.2173913
天通苑中苑一室一厅一卫,75,4700,62.66666667
天通苑西一区一室一厅一卫,35,3300,94.28571429
"精装大次卧,看房约起来",28,2200,78.57142857
天通苑东一区 板楼2居室 南北通透,76,5600,73.68421053
天通苑东二区 电梯塔楼2居 交通便利 广场,101,5500,54.45544554
"天通公园里 精装1居 邻商业街,公园 交通便利",57,5400,94.73684211
天通苑本四区 精装板楼2居室 交通便利,115,5800,50.43478261
"中苑电梯大三居,楼,采光好",152,7600,50
精装修家具家电齐全 南北向的大两居,112,5800,51.78571429
天通苑北一区一层精装两居室 随时入住,119,5900,49.57983193
天通苑东一区 电梯楼三居室 随时看房 交通便利,198,11000,55.55555556
天通中苑塔楼3居室 精装修 采光好 交通便利,161,9000,55.90062112
天通苑本四区 板楼2层南北通透 精装2居 靠地铁,75,6000,80
"天通苑龙德广场后面,精装大两居,随时可拎包入住",136,2800,20.58823529
天通苑东一区塔楼两居室 南北通透 只短租3个月 急急急!,101,5500,54.45544554
天通苑东二区板楼4层3居室 东西向 采光好 西门 交通,150,7800,52
天通苑东二区板楼4层3居室 东西向 采光好 西门 交通,150,7800,52
"年轻时尚,6室1厅2卫1阳台,观景房,落地大飘窗,采光视野一",198,8500,42.92929293
"房天下推荐:112㎡2室2厅2卫2阳台精装地铁,多条公交",112,6500,58.03571429
"天通苑东三区6200元/月111㎡2室1厅1卫1阳台精装,多",111,6000,54.05405405
"大社区,生活交通方便,3室2厅2卫2阳台9000元/月",130,8500,65.38461538
天通苑西二区正规一居出租,63,4800,76.19047619
"2室2厅2卫2阳台9500元/月,封闭小区,随时入住",135,8500,62.96296296
"高楼层,无遮挡风景;精致户型,低价出租,赶紧认领",135,8000,59.25925926
"小区环境优美,经典小户型楼层好售价低",150,7400,49.33333333
"3室1厅2卫1阳台7500元/月,家具家电齐全楼层",128,7500,58.59375
东一区边上 适合的好地方正对人流量大的天通苑大公园带,198,8000,40.4040404
"2室1厅1卫1阳台5700元/月,家具家电齐全楼层",89,5400,60.6741573
"60㎡4300元/月家电全齐,大型花园社区",80,5500,68.75
"2室1厅1卫1阳台6000元/月,封闭小区,随时入住",120,6000,50
"回家的诱惑,6000元/月2室1厅2卫1阳台,紧急出租",110,5600,50.90909091
"(0押金可月付)天通苑地铁边上,精装三居室=莫要错过",137,8500,62.04379562
"3室2厅2卫1阳台7500元/月阳台,周边配套齐全",137,8000,58.39416058
"天通苑东三区130㎡3室2厅2卫1阳台,,免费看房",118,7500,63.55932203
"通地铁了,小区环境不错,经典小户型",80,6000,75
"天通苑北三区1室1厅1卫1阳台4600元/月,干净整洁,随时",65,4600,70.76923077
"4室2厅2卫2阳台11000元/月,封闭小区,随时入住",250,9500,38
普通3室2厅2卫2阳台地铁沿线因房子小换大,130,8500,65.38461538
天通苑东三区板楼1居室!交通便利 商超 业主直租 急急急,63,4700,74.6031746
天通苑北二区塔楼1居室 地铁 交通便利 全装全配 精装修,72,5500,76.38888889
0押金可月付 天通中苑精装修两居 家电齐全+5号线地铁!,106,5700,53.77358491
天通苑东二区板楼精装2居室 南北通透 交通便利,120,6500,54.16666667
天通苑东二区板楼精装2居室 南北通透 交通便利,120,6500,54.16666667
天通苑东二区 板楼精装朝南主卧带独卫 业主直租,25,3500,140
天通苑东三区精装板楼3居室 南北通透 市场 居家生活便利,120,7000,58.33333333
天通苑东三区精装板楼3居室 南北通透 市场 居家生活便利,120,7000,58.33333333
0押金 月付 四家合住 房间大邻居素质高,150,2000,13.33333333
天通苑北三区南北通透三居室 家具家电齐全 随时签合同,129,7100,55.03875969
"中苑电梯大三居,楼,采光好",152,7600,50
天通苑东二区精装三居室 楼层低 家具家电齐全,136,7500,55.14705882
天通苑北一区一层精装两居室 随时入住,119,5900,49.57983193
0押金 月付 3家合住的房子 市面不好找,25,2200,88
天通苑公园里精装一居室 周边配套齐全 交通便利,48,5000,104.1666667
"天通苑东一区 天通苑,有钥匙随时看房 中装修 拎包入住",76,5600,73.68421053
"天通苑北三区 稀有正规一室一厅,精装,交通便利,带朝南大露台",60,3990,66.5
0押金可月付天通苑北一区 二家合住 主卧独卫无,40,3500,87.5
(0押金 可月付)西三区正规大次卧出租,120,2300,19.16666667
零押金可月付步行三五上地铁拎包住给你个温暖的家,97,6500,67.01030928
(0押金 可月付)学生租房特惠!八折 快来看啊,156,1850,11.85897436
"天通苑东一区顶层复式楼下2居,南北通透,,全装全配",113,5000,44.24778761
天通苑东二区 精装电梯楼大2居双卫 交通便利 配套齐,130,6000,46.15384615
天通苑东三区 板楼3层 法式园大两居 国泰百货,110,6000,54.54545455
天通苑东三区 板楼3层 法式园大两居 国泰百货,110,6000,54.54545455
天通苑东一区 板楼1层带花园 南北通透 交通便利,88,6000,68.18181818
天通苑东三区 板楼一层 南北通透 精装 拎包入住,106,5800,54.71698113
天通苑东一区 正规板楼一居室 有钥匙随时看房,45,4200,93.33333333
天通苑东二区板楼精装2居室 南北通透 交通便利,120,6500,54.16666667
天通苑东二区板楼精装2居室 南北通透 交通便利,120,6500,54.16666667
"天通苑本六区一居室,,交通便利,业主直租,板楼1层",55,4900,89.09090909
天通苑东二区 精装电梯楼大2居双卫 交通便利 配套齐,130,6000,46.15384615
天通苑东一区 八大金刚电梯楼三居室 随时看房 交通便利,198,11000,55.55555556
天通苑东一区 八大金刚 塔楼精装2居室 交通便利 采光好,94,6000,63.82978723
"5号线,精装修,2居室,西二区,华联附近",90,5800,64.44444444
"5号线,龙德广场附近,精装修,2居室。",95,5850,61.57894737
"5号线,精装修,2居室,头次出租,",99,5800,58.58585859
0押金可月付 双卫两居 南北通透 精装全齐,151,5800,38.41059603
"0押金可月付+5号线,精装修,1居室,南北通透。",60,4888,81.46666667
0押金 可月付正规朝南大次卧++适合朋友合住,25,2690,107.6
2600元天通苑东三区1室一厅,70,2600,37.14285714
0押金 可月付天通苑北一区 朝南次卧 女孩优先随时看房,20,2600,130
天通苑西三区 主卧独卫 3400元,36,3400,94.44444444
"(0押金,可月付)天通苑精装主卧独卫出租!超温馨莫错过",26,2500,96.15384615
"0押金可月付+5号线,精装修,主卧室带独卫,三家合住。",30,2700,90
"0押金可月付+精装修,复式一居室,带露台,看房方便",80,3900,48.75
"天通苑东二区好房,前来速看!错过是遗憾!莫失良机啊!",20,2680,134
天通苑东二区 3室 南北通透 阳台次卧2488元,130,2488,19.13846154
"5号线,精装修,三居室,南北通透,双卫",151,6500,43.04635762
"5号线,精装修,三居室,双卫。",151,6500,43.04635762
"0押金可月付+5号线,精装修,三居室,双卫,南北通透",135,6500,48.14814815
"0押金可月付+5号线,精装修,三居室,可以合住。",110,6200,56.36363636
"5700元诚心出租南北通透3室,物有所值,不要错过哟",118,6300,53.38983051
"5号线,精装修,2居室,双卫。",107,6450,60.28037383
"5号线,精装修,2居室,龙德广场",97,6000,61.8556701
0押金可月付南北通透双卫两居室!适合一家人!温馨莫错过,114,6000,52.63157895
"5号线,精装修,两居室,双卫。头次出租",114,6400,56.14035088
"5号线,精装修,2居室,双卫。看房方便",119,6000,50.42016807
"5号线,精装修,大次卧室,朝南向。",25,2030,81.2
0押金 可月付天通苑北一区 朝南大主卧 随时看房 随时住,30,2200,73.33333333
"5号线,精装修,次卧室,朝南向,住家少",25,2150,86
"(0押金,可月付)出租天通苑东一区精装朝南大次卧 全新装修",20,2288,114.4
(0押金可月付)天通苑北一区+5号线+边+精装次卧,140,2380,17
(可月付0押金)天通北一区 精装朝南大次卧带电梯,20,1980,99
"天通苑中苑,房屋干净清爽,户型佳,为您呈现家的感觉",100,2480,24.8
天通苑 东二区精装修 家电齐全随时入住,30,2288,76.26666667
天通苑东二区 3室 南北通透 阳台次卧2488元,130,2388,18.36923077
天通苑东三区三室二厅二卫,109,6000,55.04587156
天通苑东三区一室一厅0卫,239,1100,4.60251046
天通苑东三区三室一厅二卫,131,6000,45.80152672
天通苑东二区二室一厅一卫,91,4450,48.9010989
天通苑中苑三室二厅二卫,145,6000,41.37931034
天通苑中苑三室一厅一卫,196,1500,7.653061224
天通苑中苑三室一厅一卫,125,3000,24
天通苑东二区二室一厅一卫,137,1900,13.86861314
天通苑东二区三室二厅二卫,142,5800,40.84507042
天通苑东二区三室一厅二卫,129,6200,48.0620155
天通苑东一区二室一厅一卫,99,5000,50.50505051
天通苑东二区三室一厅二卫,137,7000,51.09489051
天通公园里二室二厅二卫,50,5500,110
天通苑本五区三室一厅二卫,146,7500,51.36986301
天通苑本三区二室一厅一卫,67,4500,67.1641791
天通苑北二区三室二厅二卫,132,6800,51.51515152
天通苑北三区二室一厅一卫,83,4700,56.62650602
您还在为房子发愁吗天通苑北一区2居2全明格局随时入住看房方便1,99,5100,51.51515152
房天下推荐:中苑 精装两居 南北通透 适合一家人 看房随时,101,6000,59.40594059
房天下推荐;天通苑北一区精装三居室+适合一家人+温馨莫错过,143,8000,55.94405594
房天下推荐:东一精装两居 南北通透格局 看房随时 适合一家人,98,5500,56.12244898
房天下推荐:天通中苑三居室 南北通透格局 电梯精装大三居,158,7500,47.46835443
天通苑中苑合租次卧出租,120,1900,15.83333333
"公园里精装单间,随时看房,业主次出租",121,1500,12.39669421
"东二区,精装修南北通透大三居,随时看房",137,9000,65.69343066
天通苑东一区精装四局 采光好 交通便利 看房随时,140,4500,32.14285714
5号线+精装修两居室+可以合租+好房,99,6500,65.65656566
天通苑北一区二室二厅一卫,117,7000,59.82905983
天通苑西二区三室一厅一卫,150,2500,16.66666667
精装修朝南次卧室 下楼就是,112,1600,14.28571429
"房天下推荐:天通苑东二区,3居 精装 干净整洁,随时入住",131,7500,57.2519084
房天下推荐:天通苑北三区 精装两居 南北通透 采光好 看房方便,101,6000,59.40594059
房天下推荐:天通苑东三区 精装修 南北通透 看房方便,90,5500,61.11111111
好房不要错过机会:北三区2居+2卫+精装修+家具全齐+诚心出租,116,5500,47.4137931
0押金可月付天通苑东二区+南北通透大两居+干净整洁,102,6200,60.78431373
"厅南大三居,随时看房,拎包入住",136,6800,50
"天通苑地铁边精装合租单间,随时可看房随时可拎包入住",20,2100,105
"天通苑地铁边精装两居室,随时可拎包入住",100,6400,64
"天通苑4.0精装各种合租单间,随时可看随时可拎包入住",20,2300,115
"天通苑地铁边精装主卧,价格美丽随时可拎包入住",18,2400,133.3333333
"0押金可月付天通苑精装次卧,价格低,有电梯,随时看房",19,1850,97.36842105
"(0押金可月付)天通苑精装两居室,这价格,不用犹豫",96,5500,57.29166667
"(0押金可月付)天通苑精装次卧,全新装修,新配家具家电",139,2000,14.38848921
"(0押金可月付)天通苑精装次卧室,初次出租,随时看房",160,1800,11.25
"(0押金可月付)天通苑精装次卧,全新装修,新配家具家电",139,2000,14.38848921
"(0押金可月付)天通苑精装次卧室,初次出租,随时看房",160,1800,11.25
"(0押金可月付)天通苑三居室出租,楼层,价格均合适,随时看房",149,6700,44.96644295
"(0押金可月付)天通苑精装两居室,初次出租,家具家电齐全",90,5800,64.44444444
"(0押金可月付)天通苑精装次卧,主卧出租,全新装配随时看",141,2400,17.0212766
"(0押金可月付)天通苑精装次卧,房屋干净整洁,随时看房",30,2800,93.33333333
天通苑中苑三室二厅二卫,162,1800,11.11111111
天通苑北二区一室0厅 一卫,30,2500,83.33333333
天通苑北三区三室一厅一卫,115,6500,56.52173913
天通苑北一区一室一厅一卫,60,4200,70
天通苑北一区三室二厅二卫,145,2300,15.86206897
0押金可月付 精装大三居 看房有钥匙,147,8500,57.82312925
"整租大三居,3层位置好,家具齐全",129,7500,58.13953488
0押金可月付 东一区精装二居室 家具齐全 随时看房 拎包既入,106,6000,56.60377358
0押金+可月付+天通苑+5号线+拎包住+家电齐全,110,6500,59.09090909
天通苑北三区二室一厅一卫,106,5500,51.88679245
精装修 采光好,130,7600,58.46153846
"一加半可,临街,可打广告",230,12500,54.34782609
东一区电梯三居可简单合住可,150,9000,60
天通苑北三区二室一厅一卫,130,4500,34.61538462
房天下推荐 北二区 电梯房 全南向 精装2居2厅2卫 看房有钥匙,108,6500,60.18518519
0押金可月付房子面积大 地铁 住家都可以随时看房,180,9800,54.44444444
天通苑临街底商 210平 楼上两层 半地下一层 可随时入住 签约方便,210,21000,100
房天下推荐 东二区 南北通透 精装3居 看房有钥匙 可随时入住,137,8000,58.39416058
0押金 可月付 北一区 一家人或同事合租均可,102,6800,66.66666667
"(0押金,可月付)天通苑中苑 正规2居 户型好 采光通风好",75,5800,77.33333333
0押金月付 北一区精装两居随时入住 地铁,100,6500,65
"0押金,可月付天通苑北一区厅南三居,可居家,可",142,11000,77.46478873
房天下推荐:中苑新房出租 3室2厅2卫2阳台地铁沿线因房子小换大,130,8000,61.53846154
房天下推荐 东一区 东南向 精装大3居 操场般大客厅 可随时入住,198,8500,42.92929293
0押金可月付 地铁5号线 精装2居,107,6500,60.74766355
房天下推荐:东三区精装两居 南北通透 价格可谈 看房方便,111,5800,52.25225225
天通苑两居室!随时看房,103,6000,58.25242718
"0押金可月付)底商大空房,可营业做生意,可员工宿舍三十人",136,10000,73.52941176
"(0押金可月付)天通苑地铁边上,精装三居室=莫要错过",137,8500,62.04379562
天通苑北三区二室一厅一卫,98,6500,66.32653061
零押金可月付步行三五上地铁拎包住给你个温暖的家,97,6500,67.01030928
天通苑东一区精装南北三居室随时看,100,7500,75
天通苑北三区 4室2厅 出租,160,6800,42.5
有钥匙:天通苑北一区精装两居室 交通便利包暖物业费,96,5900,61.45833333
"(0押金,可月付)精装修两居室,随时入住,随时看房",110,6000,54.54545455
"(0押金可月付)天通苑精装一居室,拎包入住",60,5000,83.33333333
"0押金可月付,精装两居室,看房方便",110,6000,54.54545455
"(0押金可月付)天通苑两居室,业主直租可长签,南北通透",108,5300,49.07407407
"天通苑中苑,精装现房,格局方正,男女不限,随时住",10,1100,110
"天通苑北二区,非中介 南北通透 个人直租",18,1500,83.33333333
"天通西苑.三区,小单间 朝南 干净整洁",18,1600,88.88888889
"天通苑北一区,小区环境优雅 闹中取静交通便利",18,1600,88.88888889
"天通中苑,小区安静安全,环境适合",15,1600,106.6666667
"天通苑本.三区,精装现房,格局方正,男女不限,随时住",11,1100,100
"天通苑东三区,小区安静安全,环境适合",18,1700,94.44444444
"天通苑西二区,干净整洁,正规成熟,随时看房,无中介",10,1200,120
"天通苑本五区,干净整洁,正规成熟,随时看房,无中介",17,1700,100
"天通中苑.西区,小区安静安全,环境适合",15,1250,83.33333333
"天通苑东一区,环境整洁清爽,光照较好,冬暖夏凉",7,1200,171.4285714
"天通苑东二区,小区安静安全,环境适合",16,1300,81.25
"天通苑龙德广场后面,精装大两居,随时可拎包入住",136,2800,20.58823529
本三区新出合租房业主直租,120,15000,125
房天下推荐:天通苑北三区 户型 中等装修3居室 看房随时,115,6500,56.52173913
"房天下推荐,天通苑本三区精装修装2室1厅,出租",95,5400,56.84210526
房天下推荐:天通苑北三区 户型 中等装修3居室 看房随时,115,6500,56.52173913
"房天下推荐,天通苑本三区精装修装2室1厅,出租",95,5400,56.84210526
房天下推荐:便宜急租天通苑东三区好房型 不会让你白跑,107,5600,52.3364486
房天下推荐:天通苑东一区 电梯楼5居 随时看房有钥匙,198,8500,42.92929293
"房天下推荐:天通苑东二区,家具家电全配,随时拎包入住",150,6800,45.33333333
"房天下推荐:刚刚空出,天通苑东三区简单装修2室,全新装修",110,5500,50
"房天下推荐:房东刚刚挂牌,精装修装修3室,家电全新出租",137,8000,58.39416058
房天下推荐:天通苑东三区 家电齐全 房子干净 交通方便,98,5500,56.12244898
房天下推荐:便宜急租天通苑东二区好房型 不会让你白跑,112,5800,51.78571429
"房天下推荐:天通苑西三区精装修房3室,采光好,低价出租",123,6980,56.74796748
房天下推荐 北三区一层加半地下 空房出租 可合租 可看房有,251,12000,47.80876494
天通苑北二区二室二厅二卫,127,6800,53.54330709
好房!!房租月付 婚房初次出租 温馨干净 两个卫生间 随时看,36,2200,61.11111111
(0押金月付)天通苑龙德广场后面三家合住大厅隔带阳台随时可看,25,2500,100
0押金 可月付 天通苑西三区 精装朝南大次卧 适合情侣、,18,2300,127.7777778
房天下推荐 东二区 一层带花园 南北通透 精装3居 只考虑一家人,127,7500,59.05511811
"精装,温馨,小两居,看房随时,拎包住送无线",89,5700,64.04494382
"0押金 可月付地铁边精装187平三居,开房厨房带餐厅",187,11500,61.4973262
0押金可月付天通苑西三区精装修次卧,135,2000,14.81481481
(零押金可月付)西一区精装三居 出门即到地铁拎包住,160,10000,62.5
"天通苑太平家园精装两居室,可做三居临地铁,拎包入住",92,6300,68.47826087
0押金可月付 面积大 精装三居室 地铁天通苑南 周边配套齐全,136,7000,51.47058824
0押金可月付 天通苑地铁口 精装两居室 可同事合租 拎包住,93,5700,61.29032258
0押金可月付天通苑西三区+精装2居+可短租+地铁5号线,112,6000,53.57142857
0押金可月付 南北通透大两居 地铁天通苑南 随时看,112,5900,52.67857143
"(0押金 可月付)朝南主卧 三家合租,干净整洁,干净落地窗",30,2550,85
0押金 可月付 天通苑西二区 朝南次卧室 便宜适合小情侣,18,2300,127.7777778
(0押金 可月付)天通苑南站 精装4.0卧室 家具齐全 干净,20,1900,95
(0押金 可月付)天通苑西三区 地铁 全新家具 看房随时,20,2300,115
