房源名称,面积,租金,单平米租金
霍营 回龙观东大街 良庄家园 包物业取暖费 随时看房拎包入住,125,3800,30.4
天露园 主卧独卫 客厅无 合租人少 有钥匙 随时看 拎包入住,30,2700,90
马连店小区 电梯房 采光好 南向卧室 随时看房 可0押月付,110,1800,16.36363636
珠江摩尔国际 精装小三居 可司营业执照 生命科学园站,91,5500,60.43956044
正规三居室 田园风光雅苑 可押0付1 地铁8号线平西府站 随时看房,125,7800,62.4
流星花园三区 随时看房 八号线 新配家具 可0押月付,128,2000,15.625
企赛推荐 回龙观口 正规一室一厅出租 提前约 配套成熟,56,4500,80.35714286
东亚上北开间+7月初入住+看房比较方便+业主包物业取暖+家电齐全,37,4000,108.1081081
龙禧苑二区 随时看房 拎包入住 南向次卧 初次出租 0押月付,126,1800,14.28571429
尚.城小区 精装复式两居室 上下两层 家具家电齐全 随时看房,96,4800,50
龙腾苑四区 零押金月付 出租次卧 地铁站13号线回龙观城铁站,16,2000,125
金域华府3期 全南向两居 家具家电齐全 周六日看房方便 配套齐全,79,7000,88.60759494
回龙观东大街地铁 龙锦苑东一区三居室 交通便利,90,7000,77.77777778
押0付1 流星花园电梯三居室 临8号线平西府站育知路,110,7600,69.09090909
珠江摩尔 西向三居室 可 空房随时入住 地铁 配套齐,184,13000,70.65217391
北向次卧 三户合租 其他屋子各一个人 可押零付一 随时看随时住,136,2000,14.70588235
珠江摩尔国际 写字楼 可以办营业执照 采光好 生命科学园,166,9200,55.42168675
"合租正规大次卧,,8/13号线,小区安静和谐!",17,1800,105.8823529
朱辛庄8号线 领秀慧谷精装修俩居室,88,7500,85.22727273
田园风光西区 精装两居室 包物业取暖 合租一家人即可 可压零附一,85,6000,70.58823529
13号线8号线霍营东大街地铁 龙跃苑东五区 大两居 业主直租随时看,98,6500,66.32653061
品牌直租 全新家电配套齐全 拎包入住 环保装修 押一付一,30,4600,153.3333333
"租房(0押金,可月付)主卧,包取暖(8号线平西府)随时看房",10,2000,200
流星花园三区 精装修次卧 随时看房 拎包入住 可0押月付,109,2000,18.34862385
回龙观0押金月付云趣园三区 精装三居室 可以随时看房,93,7300,78.49462366
龙跃苑东四区 精装主卧和次卧出租 霍营回龙观站 月付房租零押金,26,2500,96.15384615
小区内正规三居室 家具家电齐全 周边设施齐全 看房随时,148,5800,39.18918919
流星花园二区 三居两卫 业主直租 8号线回龙观平西府 随时看,133,8200,61.65413534
回龙观地铁 龙腾苑精装两居室 看房随时,98,6000,61.2244898
企赛推荐 龙腾苑五区 精装业主两居 希望找到爱惜房子的租户,98,6000,61.2244898
龙锦苑东五区 正规精装三局两卫 一家人合租均可 干净整洁 可月付,136,7700,56.61764706
分租 龙博一 精装大主卧 交通便利 配置齐全 看房随时,102,2800,27.45098039
和谐家园二区 精装正规两居室 随时看房 8号线,98,6800,69.3877551
押零付一 马连店小区 正规两居室 电梯房 八号线平西府站 可月付,75,6100,81.33333333
"尚城自带露台户型,,复式,家具家电齐全,看房随时",118,5000,42.37288136
"地铁边,急租好房南向相寓4.0开间 电梯房包物业取暖 平西府 月付",43,4200,97.6744186
珠江摩尔 复式小三居 可注1册 适合5个人 昌平线城铁站,80,5600,70
整租 龙跃东五 精装大两居 交通便利 配置齐全 看房随时,96,7300,76.04166667
租房(0押金.可月付)主卧 8号线育知路←包物业取暖 看房随时,80,2000,25
"地铁边,急租好房精装一居室 电梯房包物业供暖 商业街 可押零付",56,4800,85.71428571
家 触手可及 回龙观佰嘉城国仕汇天露园 单间出租 可月付,16,2000,125
正规三居室 田园风光雅苑 可押0付1 地铁8号线平西府站 随时看房,125,7800,62.4
"地铁边,急租好房北向精装大开间 电梯房包物业管供暖 可押零付一",46,4500,97.82608696
尚城精装修两居室 温馨舒适 家电家具齐全 随时拎包入住,78,4500,57.69230769
马连店小区 精装两居 新配家具家电 随时看房 0押月付 采光好,80,5400,67.5
南北通透大三居 可押零付一 合租均可 楼层低 随时看房 随时入住,120,7600,63.33333333
霍营 国风美唐 精装正规三居室 随时看房 包物业取暖,98,8800,89.79591837
"珠江摩尔精装一居室5000元,生命科学园楼盘,押一付三,可看",80,5000,62.5
地铁站 生命科学园 珠江摩尔 精装修四居室 业主直租 看房随时,123,15500,126.0162602
城铁西二旗 百度 金域华府 融泽嘉园 押零付一 联想 新浪,117,5800,49.57264957
龙锦苑四区公园悦府国风美唐 两居室 真实图片 8号线平西府站,75,5500,73.33333333
押零付一 马连店小区 正规两居室 电梯房 八号线平西府站 可月付,75,6100,81.33333333
马连店小区 电梯房 采光好 南向卧室 随时看房 可0押月付,110,1800,16.36363636
龙跃苑东五区 精装次卧和主卧独卫出租 霍营回龙观站 月付房租,15,2000,133.3333333
0押金月付 龙兴园西区正规二室一厅一卫随时入住,89,5200,58.42696629
骊龙园二室一厅一卫,128,8000,62.5
"珠江摩尔,南向四居室,业主急租,低于市场价!",230,15000,65.2173913
"双卫户型,霍营地铁口,精装大次卧,只要2100元,错过后悔",16,2100,131.25
0押金月付 三居室 6000每月 龙华园 13号线回龙观龙泽 随时看,100,6000,60
龙回苑 八号线平西府站 正规大次卧 精装 可月付 零押金 三家住,15,1800,120
"精装修阳隔,光线好,家居家电齐全,拎包入住",120,2800,23.33333333
田园风光 主卧 南北户型 随时看房 新配家电 0押月付 采光好,126,1800,14.28571429
"珠江摩派 北向大开间 地铁 可注、册, 看房有钥匙!",61,5600,91.80327869
田园风光 平西府站 随时看房 相遇装修 新配家具家电 拎包入住,129,2300,17.82945736
回龙观东大街地铁附近 精装两居两卫 看房随时,100,7500,75
田园风光雅苑 主卧独卫带储物间 押0付1 地铁8号线平西府站,25,2900,116
龙湖冠寓 整租 一押一付 可短租 生命科学园站 免费健身,30,4500,150
家 触手可及 回龙观领秀慧谷小区 精装三居室 可合租月付,116,7000,60.34482759
"入住,可",120,12000,100
泰华龙骑广场 正规三居室 随时看房入住 押0付一 婚房装修,90,8000,88.88888889
珠江摩尔 精装修一居室 急租 可注.册 随时看房,61,5300,86.8852459
国风美唐二区 正规三居室 精装 八号线回龙观东大街 十三号线霍营,100,8000,80
回龙观珠江摩派精装三居室 随时用房 生命科学园地铁,96,5500,57.29166667
0押金月付 龙跃苑新上精装复式出租 带露台,229,13000,56.76855895
"尚城小区经典大两居室,业主着急出租只要5100看房随时",120,5100,42.5
龙跃苑三区 精装三居室 霍营回龙观站 霍营回龙观站 月付房租,124,7600,61.29032258
"龙禧苑.一区,押一付一,拎包入住,家电齐全",15,1700,113.3333333
龙博苑二区正规两居室出 业主直租6500元看房方便,80,6500,81.25
回龙观 云趣园一区精装两居室 地铁8号线,95,6500,68.42105263
朱辛庄8号线 领秀慧谷精装修俩居室,88,7500,85.22727273
龙博苑二区正规两居室低楼层出行方便看房随时,80,6200,77.5
朱辛庄 精装两居室 地铁 拎包入住 交通便利居家好房源,116,2500,21.55172414
云趣园三区 次卧精装修 13号线龙泽回龙观 随时看房入住,15,2200,146.6666667
"龙锦苑东一区,两居室5600,中间楼层,102平,随时看房,",102,5600,54.90196078
"珠江摩尔,南向四居室,业主急租,低于市场价!",230,15000,65.2173913
"地铁边,急租好房和谐家园一区 正规南北通透三居室 合租优选 地",120,7900,65.83333333
8/13号线霍营站 龙跃苑东二区南北通透大两居出租,100,6800,68
0押金月付龙华园精装三居室包物业取暖地铁13号线,95,7300,76.84210526
珠江摩尔 精装修 复式楼 周边配套齐全 地铁 永旺,9000,9500,1.055555556
"南向主卧+独卫+阳台35平米,包取暖,就在国风美唐,你还等什么",35,3500,100
天露园一区精装小三居出租,102,6500,63.7254902
泰华两居室 随时看房入住 家具齐全 押0付一 8号线育新站,90,7000,77.77777778
押零付一 云趣园二区 精装两居室 育知路地铁站步行5,75,6300,84
西二旗回龙观新村两居中关村软件园融泽嘉园金域华府,75,6500,86.66666667
龙锦苑一区 两居室 押0付1干净整洁 交通便利 随时看房,89,6000,67.41573034
小区内正规两居室 家具家电齐全 精装复式楼 集中供暖 随时看房,78,4300,55.12820513
正规卧室 押0付1 全新配置 随时可看.拎包住,20,2200,110
整租 龙博苑一区 精装两居 配置齐全 交通便利 看房随时,80,7200,90
朱辛庄8号线 领秀慧谷精装修一居室,58,5400,93.10344828
龙跃苑三区 单间出租 家具家电齐全 拎包入住,147,3600,24.48979592
回龙观尚、城小区 精装修 家具家电齐全 珠江摩尔 永旺,118,5200,44.06779661
8号线城铁 精装三居室 可月付 龙锦苑四区矩阵和谐家园 随时看,120,7800,65
"马连店(0押金,可月付)两改三 包取暖(8号线平西府)",75,6999,93.32
"租房(0押金,可月付)主卧独卫 (8号线育知路)随时看房",25,2600,104
龙跃苑东五区 精装次卧和主卧独卫出租 霍营回龙观站 月付房租,15,2000,133.3333333
龙跃苑东五区 下楼就霍营地铁 豪华装修大三居 出租 零押月付,126,7500,59.52380952
"珠江摩尔东向三居 配套齐全 可,注,册 交通便利 看房随时",172,12500,72.6744186
押一付一 主卧独卫 龙锦苑东三区4家合住 主卧独卫 仅仅1800,127,1800,14.17322835
领秀慧谷 南北通透两居 西二旗上地上班优选 业主直租 家具家电齐,82,5700,69.51219512
"龙博苑.二区,南北通透,,采光好",13,1599,123
云趣园一区 正规两居室 精装 八号线育知路 可月付 押零付一,100,6400,64
马连店小区 随时看房 平西府站 可0押月付 新配家具 南北通透,90,6000,66.66666667
龙锦苑东一区 精装三居两卫 8号线 可押0月付 热手,128,8000,62.5
龙锦苑东五区 南向主卧独卫出租 情侣优选 干净整洁 月付,136,2700,19.85294118
回龙观育新地铁泰华龙旗广场,88,6500,73.86363636
生命科学园站旁96平小三居丨包物业取暖丨统一装修丨看房随时,96,5000,52.08333333
家 触手可及 回龙观佰嘉城小区 次卧出租 可月付,16,1800,112.5
押零付一 龙锦苑四区 精装三居室 合租一家人即可 东大街站,125,7500,60
"珠江摩派 北向大开间 地铁 可注、册, 看房有钥匙!",61,5600,91.80327869
"租房 公园悦府(0押金,可月付)主卧独卫,包取暖(8号线平西府",120,3000,25
"点击,你不会后悔,全南向一居,只要5500元,包物业取暖",68,5500,80.88235294
企赛推荐 龙博苑一区 13号线 配套齐全,122,7500,61.47540984
尚城大两居 价格美丽 配套齐全 交通便利 看房随时,96,4500,46.875
龙跃苑东五区 精装次卧和主卧独卫出租 霍营回龙观站 月付房租,15,2300,153.3333333
龙腾苑六区一室0厅 一卫,30,3500,116.6666667
珠江摩尔复式 大两居 上下两层 使用空间更大 可注.册,166,9500,57.22891566
"科学园站珠江摩尔小三居,环境理想能注,册,业主急租",70,6000,85.71428571
尚城小区 精装两居室 地铁公交站 永旺商城 拎包入住 交通,78,2500,32.05128205
押0付1 龙锦苑四区 正规三居 8号线平西府站,120,7880,65.66666667
0押金可月付地铁13号线回龙观,85,8000,94.11764706
领秀慧谷 精装修两居室 家具家电全齐 近地铁商城,90,6000,66.66666667
田园风光东区 精装次卧 随时看房 拎包入住 新配家具家电0押月付,90,2100,23.33333333
生命科学园站旁96平小三居丨包物业取暖丨统一装修丨看房随时,96,5000,52.08333333
龙跃苑东四区三室一厅二卫,125,2100,16.8
国风美唐 精装开间一居室出租 霍营地铁边包物业取暖 随时入住,61,5600,91.80327869
"地铁边,急租好房相寓4.0装修房源 南北通透两居室 回龙观 商圈成",98,6500,66.32653061
"和谐家园二区 正规大次卧 三家住,八号线回龙观东大街 押零付一",25,2100,84
0押金月付 龙兴园西区 主卧独卫 三家住 13号线西二旗龙泽回龙观,25,2600,104
领秀慧谷 南北三居 明厨明卫 适合三户 电梯房家具家电齐全,89,5800,65.16853933
科学园站珠江摩尔172平米空间写字楼随时可以入住,172,12000,69.76744186
视野开阔家电齐全布置很温馨给您一个家的感觉,107,7000,65.42056075
押一付一 主卧独卫 龙锦苑东三区4家合住 主卧独卫 仅仅1800,127,1800,14.17322835
领秀慧谷精装修俩居室 朱辛庄8号线 随时用房,83,6000,72.28915663
龙博苑二区正规两居室低楼层出行方便看房随时,80,6200,77.5
霍营地铁 龙跃苑东五区 精装大卧室 只此一套 看房提前联系,125,2300,18.4
龙跃苑三区 精装三居室 霍营回龙观站 月付房租零押金 随看随住,124,7500,60.48387097
家 触手可及 回龙观 佰嘉城天露园 单间 可月付,18,2600,144.4444444
霍营地铁 龙跃苑东四区朝南大主卧带阳台 零押月付,125,2600,20.8
"上下两层复式,格局新颖 珠江摩尔正规两居室 随时入住 随时看房",166,9500,57.22891566
"温馨单间,家具家电齐全,拎包入住,环境优雅",19,2500,131.5789474
整租 龙跃四 精装大三居 配置齐全 交通便利 看房随时,119,8500,71.42857143
珠江摩派 北向两居室 业主着急出租只要5000 能注、册公司,61,5000,81.96721311
西三旗 地铁八号线十三号线南店新村正规两居无,80,5000,62.5
8号线平西府 公园悦府正规一居室 业主直租有钥匙随时看,70,5800,82.85714286
回龙观领秀慧谷包物业取暖随时看房8号线朱辛庄地铁站,85,5600,65.88235294
佰嘉城小区 合租的次卧出租 看房提前联系 随时起租 房租可押一,16,2000,125
小区内精装复式楼 家具家电齐全 看房随时 周边设施齐全,116,5000,43.10344828
押0付一 霍营地铁站口 龙跃苑东四区 精装大次卧 拎包入住,127,2600,20.47244094
押零付一 矩阵小区正规两居室 步行五分到8号线回龙观东大街 精装,98,6600,67.34693878
云趣园一区 精装 二室一厅 一家人 随时入住 零押月付 店长力推,103,6500,63.10679612
云趣园三区 次卧精装修 13号线龙泽回龙观 随时看房入住,15,2200,146.6666667
回龙观地铁 龙腾苑精装两居室 看房随时,98,7500,76.53061224
龙锦苑东五区 正规三居两卫 精装 8号线/13号线 可月付 零押金,135,7500,55.55555556
0押金月付 龙跃苑新上精装大三居 南北通透,125,8000,64
珠江摩尔 精装大两居 可注.册 生命科学园地铁,164,9000,54.87804878
"地铁边,急租好房南向主卧独卫 情侣优选 其他屋子各一个人 可押",136,2800,20.58823529
"租房流星花园三区(0押金,可月付)三改四(8号线平西府)随时看",120,8500,70.83333333
"和谐家园二区 朝南大主卧带阳台,八号线回龙观东大街 押零付一",23,2600,113.0434783
押零付一 国风美唐二区 精装小两居八号线回龙观东大街十三号霍营,68,6300,92.64705882
三居两卫户型出租两个次卧精装修看房提前联系,100,7000,70
回龙观珠江摩尔国际精装修两居室 急租 地铁 配套成熟,166,9000,54.21686747
8号线城铁 精装两居室 可月付 田园风光西区龙回苑龙锦苑四区,98,6200,63.26530612
龙跃苑东四区三室一厅二卫,127,2100,16.53543307
领秀慧谷 精装修两居室 急租 临地铁 家具家电齐全 看房随时,81,5500,67.90123457
"发展路8号院,干净舒服,有阳台,冬暖夏凉",15,1400,93.33333333
押零付一 龙锦苑东五区 正规三居两卫 精装八号线回龙观东大街,135,7400,54.81481481
领秀慧谷区三室二厅二卫,108,8600,79.62962963
龙博苑一区三室一厅一卫,88,7500,85.22727273
龙腾苑二区 南北通透 2室 不临街,101,7200,71.28712871
珠江摩尔国际 184平米大三居 可以司营业执照 配套全,184,12000,65.2173913
押零付一 和谐家园二区 朝南主卧带阳台 八号线 回龙观东大街站,25,2800,112
小区内精装复式楼 家具家电齐全 看房随时 周边设施齐全,116,5000,43.10344828
龙兴园西区 主卧独卫精装修 便宜实惠好房 随时看房入住北京人家,20,2600,130
龙湖冠寓 免费健身房 阳光开间 独立卫浴 交通便利 智能门锁,30,4000,133.3333333
押零付一 龙跃苑三区 三家合租出租主卧独卫 霍营地铁站,25,3000,120
回龙观 龙泽 各种单间和租 随时看房 邻近龙泽地铁,100,1800,18
领秀慧谷 生命科学园 朱辛庄 精装两居 业主诚心出租,82,6200,75.6097561
"珠江摩尔南向大四居 户型采光好 可,注,册 交通便利",246,17500,71.13821138
龙湖冠寓 长租短租皆可 共享厨房 免费健身房 交通便利,30,4000,133.3333333
"回龙观珠江摩尔南向四居,装修写字楼,勿扰,随时可看房",230,16500,71.73913043
回龙观珠江摩尔国际精装修两居室 急租 地铁 配套成熟,166,9000,54.21686747
国风美唐二期 豪装正规三居一卫 接受合租和一家人 电梯房包物业,98,8700,88.7755102
东亚上北开间+7月初入住+看房比较方便+业主包物业取暖+家电齐全,37,4000,108.1081081
"珠江摩尔,南向四居室,可,可居家,有天然气。",230,15000,65.2173913
租房(0押金.可月付)主卧独卫 (8号线平西府)随时看房,120,2700,22.5
回龙观 云趣园 精装三居室7300 南北通透 邻8线育知路,116,7700,66.37931034
月付 零押金 龙腾苑六区 正规两居室 精装 十三号线回龙观 可合租,102,6300,61.76470588
回龙观230平大四居丨包物业取暖丨临昌平线、永旺商场丨可办照,230,17000,73.91304348
珠江摩尔 北向一居室 可注。册 地铁 配套齐全,61,4800,78.68852459
朱辛庄小区 直达西二旗 上地 便宜 拎包入住,12,600,50
主卧带飘窗 龙禧苑三区 押0付1 交通便利 随时看房,25,2400,96
"珠江摩派,精装小三居,昌平线,永旺商城,看房随时",68,5500,80.88235294
0押金月付龙华园正规两居室包物业取暖地铁13号线,85,5500,64.70588235
"回龙观育新地铁泰华龙旗广场精装三居,看房联系",87,7200,82.75862069
霍营回龙观城铁 精装主卧独卫 零押金月付 和谐家园一区,30,2800,93.33333333
珠江摩派 精装三居室 复式格局 可居家可地铁永旺商城,70,5000,71.42857143
8号13号龙跃苑东五区出门就是地铁!精装俩居室便宜出租!,125,6500,52
龙锦苑东五区 精装三居两卫 拎包入住 随时看房,118,7500,63.55932203
西二旗 精装大开间 龙兴园西区 包物业取暖 可押0付1,56,3650,65.17857143
"东亚上北 正规一居室 可月付零押金,八号线平西府 电梯房",40,4900,122.5
国风美唐二期 正规两居室 精装 八号线回龙观东大街 可月付零押金,85,7300,85.88235294
回龙观 云趣园 精装三居室7300 南北通透 邻8线育知路,116,7700,66.37931034
朱辛庄8号线 领秀慧谷精装修俩居室,88,7500,85.22727273
西二旗上地 回龙观新村西区 三家合租 主卧 南向 带阳台落地窗,25,2000,80
"尚城大三居 大户型,房子大真的可以为所欲为",148,6000,40.54054054
龙腾二三居两卫豪华装修,118,9600,81.3559322
"珠江摩尔 东向三居室,业主着急出租只要12000 能",172,12000,69.76744186
珠江摩尔国际大厦 永旺 地铁 可注.册 看房随时联系,162,9500,58.64197531
珠江摩尔 精装修两居室 业主急租 临地铁生命科学园站,83,8500,102.4096386
首开智慧社两居包物业取暖可谈,120,7900,65.83333333
精装两居室 采光好 生命科学园站 配套全 京客隆超市,83,4900,59.03614458
"回龙观尚.城三居室,精装随时入住,公交",116,5500,47.4137931
龙锦苑六区 精装两居室 合租一家人即可 可压零附一,102,5800,56.8627451
龙跃苑三区 精装三居室 霍营回龙观站 霍营回龙观站 月付房租,124,7600,61.29032258
押0付1回龙观小区 南向主卧 全新配置 拎包入住,25,2500,100
领秀慧谷 南北通透两居 西二旗上地上班优选 业主直租 家具家电齐,82,5700,69.51219512
珠江摩派 生命科学园地铁 珠江摩尔 华北电力 永旺商城!,92,5000,54.34782609
尚城小区 精装三居室 环境好 家具家电齐全 拎包入住,148,5300,35.81081081
0押金月付 主卧独卫 龙兴园西区 集中供暖 13号线龙泽地铁站,25,2600,104
三家合租 大次卧 霍营回龙观站 月付房租零押金,135,2000,14.81481481
可月付 和谐家园一区 正规三居室 可分租可整租 东大街地铁站,124,7800,62.90322581
霍营城铁 精装三居室 可月付 龙跃苑三区 拎包入住,70,7500,107.1428571
13号线回龙观龙泽西二旗 龙兴园西区 三居室 0押金月付包物业取暖,100,6500,65
"龙兴园中区,小区安静安全,环境适合",15,1500,100
"入住,可",120,10000,83.33333333
珠江摩派 精装修 随时看房 地铁 生命科学园 可,68,6000,88.23529412
回龙观 领秀慧谷精装修一居室 随时入住,63,5000,79.36507937
回龙观 珠江摩尔国际 168平米 写字楼 可 配套全,168,9000,53.57142857
回龙观 云趣园 精装三居室7300 南北通透 邻8线育知路,116,7700,66.37931034
单间 龙跃苑四区精装大次卧带阳台 出门就是超市,138,2700,19.56521739
"霍营,回龙观东大街地铁口,矩阵国风美唐旁,精装开间3900元",55,3900,70.90909091
领秀慧谷精装修三居室,89,6500,73.03370787
龙腾苑五区 大三居 可以合租 随时看房 押0付一 13号线回龙观龙泽,130,8500,65.38461538
上北鑫座 开间精装修 13号线回龙观龙泽 真实图片随时看房,52,4500,86.53846154
珠江摩尔国际 4.2米 可挂营业执照 好招员工,63,5300,84.12698413
回龙观230平大四居丨生命科学园站、永旺商场丨包物业取暖丨复式,230,16000,69.56521739
"尚.城小区148平三居室5600,实图,交通便利,看房随时",148,5600,37.83783784
月付 零押金 东亚上北中心 正规大开间 独门独户 八号线平西府,43,4500,104.6511628
泰华 精装大两居室 电梯房 业主自装修,90,7300,81.11111111
珠江摩尔国际 楼 生命科学园站 配套全,238,16000,67.22689076
领秀慧谷 精装两居室 南北通透 家具齐全 近地铁 配套齐全,82,5600,68.29268293
"真实图片,接受零押金月付,只要2000元,可短租",15,2000,133.3333333
矩阵小区 随时看房 回龙观东大街站 可0押月付 新配家电家具,60,3700,61.66666667
"地铁边,急租好房正规南北通透大三居 合租优选 可押零付一 随时",118,7000,59.3220339
龙腾苑五区三室一厅二卫,147,7000,47.61904762
